ID,epochs,early_stop,train_time,accuracy,f1_train,f1_test,layers,regularize_activation,regularize_entropy,regularize_ridge,batch_size,weight_decay,gamma,learning
1,10,False,23.56077790260315,0.9207706929324347,0.9198292699569155,0.9189608221180852,16,0.6,0.6,0.2,64,0.03,0.4,0.1
2,10,True,13.919335126876831,0.9237083117331951,0.9227344770025748,0.9220046938206483,16,0.6,0.6,0.2,64,0.03,0.4,0.1
