Ciclo,Tempo_Total_Previsao,Tempo_Leitura,Tempo_Previsao_Rede,Tempo_Escrita,Entradas,Saidas
5837,0.027730941772460938,0.012412071228027344,0.0003628730773925781,0.014565706253051758,"[373.0, 373.0, 2000.0, 38.60683822631836, 49.58679962158203, 0.0, 1.0]","[0.999049961566925, 0.0009500368032604456, 9.245388898904139e-10, 1.4865125796958978e-10, 8.319453459471049e-11, 6.622108195131204e-09]"
5838,0.025214433670043945,0.013337135314941406,0.00018787384033203125,0.0114288330078125,"[373.0, 373.0, 2000.0, 38.60683822631836, 49.58679962158203, 0.0, 1.0]","[0.999049961566925, 0.0009500368032604456, 9.245388898904139e-10, 1.4865125796958978e-10, 8.319453459471049e-11, 6.622108195131204e-09]"
5839,0.02877497673034668,0.014605522155761719,0.0001881122589111328,0.013714790344238281,"[373.0, 373.0, 2000.0, 38.60683822631836, 49.58679962158203, 0.0, 1.0]","[0.999049961566925, 0.0009500368032604456, 9.245388898904139e-10, 1.4865125796958978e-10, 8.319453459471049e-11, 6.622108195131204e-09]"
5840,0.024156570434570312,0.014673709869384766,0.0001976490020751953,0.009012937545776367,"[373.0, 373.0, 2000.0, 38.60683822631836, 49.58679962158203, 0.0, 1.0]","[0.999049961566925, 0.0009500368032604456, 9.245388898904139e-10, 1.4865125796958978e-10, 8.319453459471049e-11, 6.622108195131204e-09]"
5841,0.02114558219909668,0.012537240982055664,0.00018930435180664062,0.008150815963745117,"[373.0, 373.0, 2000.0, 38.60683822631836, 49.58679962158203, 0.0, 1.0]","[0.999049961566925, 0.0009500368032604456, 9.245388898904139e-10, 1.4865125796958978e-10, 8.319453459471049e-11, 6.622108195131204e-09]"
5842,0.024536848068237305,0.014668941497802734,0.0001952648162841797,0.00933527946472168,"[373.0, 373.0, 2000.0, 38.60683822631836, 49.58679962158203, 0.0, 1.0]","[0.999049961566925, 0.0009500368032604456, 9.245388898904139e-10, 1.4865125796958978e-10, 8.319453459471049e-11, 6.622108195131204e-09]"
5843,0.02197098731994629,0.012598276138305664,0.0001983642578125,0.008908510208129883,"[373.0, 373.0, 2000.0, 38.60683822631836, 49.58679962158203, 0.0, 1.0]","[0.999049961566925, 0.0009500368032604456, 9.245388898904139e-10, 1.4865125796958978e-10, 8.319453459471049e-11, 6.622108195131204e-09]"
5844,0.02985548973083496,0.012515068054199219,0.00020265579223632812,0.01676344871520996,"[373.0, 373.0, 2000.0, 38.60683822631836, 49.58679962158203, 0.0, 1.0]","[0.999049961566925, 0.0009500368032604456, 9.245388898904139e-10, 1.4865125796958978e-10, 8.319453459471049e-11, 6.622108195131204e-09]"
5845,0.025509119033813477,0.013661861419677734,0.0003070831298828125,0.011275529861450195,"[373.0, 373.0, 2000.0, 38.60683822631836, 49.58679962158203, 0.0, 1.0]","[0.999049961566925, 0.0009500368032604456, 9.245388898904139e-10, 1.4865125796958978e-10, 8.319453459471049e-11, 6.622108195131204e-09]"
5846,0.023088932037353516,0.014634847640991211,0.00018906593322753906,0.007998466491699219,"[373.0, 373.0, 2000.0, 38.60683822631836, 49.58679962158203, 0.0, 1.0]","[0.999049961566925, 0.0009500368032604456, 9.245388898904139e-10, 1.4865125796958978e-10, 8.319453459471049e-11, 6.622108195131204e-09]"
5847,0.024742841720581055,0.012557029724121094,0.00036144256591796875,0.011546134948730469,"[373.0, 373.0, 2000.0, 38.60683822631836, 49.58679962158203, 0.0, 1.0]","[0.999049961566925, 0.0009500368032604456, 9.245388898904139e-10, 1.4865125796958978e-10, 8.319453459471049e-11, 6.622108195131204e-09]"
5848,0.02544546127319336,0.012448787689208984,0.0002162456512451172,0.012416839599609375,"[373.0, 373.0, 2000.0, 38.60683822631836, 49.58679962158203, 0.0, 1.0]","[0.999049961566925, 0.0009500368032604456, 9.245388898904139e-10, 1.4865125796958978e-10, 8.319453459471049e-11, 6.622108195131204e-09]"
5849,0.024161577224731445,0.01567840576171875,0.00018596649169921875,0.008032798767089844,"[373.0, 373.0, 2000.0, 38.60683822631836, 49.58679962158203, 0.0, 1.0]","[0.999049961566925, 0.0009500368032604456, 9.245388898904139e-10, 1.4865125796958978e-10, 8.319453459471049e-11, 6.622108195131204e-09]"
5850,0.02850818634033203,0.013452291488647461,0.000186920166015625,0.014602899551391602,"[373.0, 373.0, 2000.0, 38.60683822631836, 49.58679962158203, 0.0, 1.0]","[0.999049961566925, 0.0009500368032604456, 9.245388898904139e-10, 1.4865125796958978e-10, 8.319453459471049e-11, 6.622108195131204e-09]"
5851,0.022499561309814453,0.013925790786743164,0.0002357959747314453,0.008053302764892578,"[373.0, 373.0, 2000.0, 38.60683822631836, 49.58679962158203, 0.0, 1.0]","[0.999049961566925, 0.0009500368032604456, 9.245388898904139e-10, 1.4865125796958978e-10, 8.319453459471049e-11, 6.622108195131204e-09]"
5852,0.019002199172973633,0.011560678482055664,0.00018668174743652344,0.006983518600463867,"[373.0, 373.0, 2000.0, 38.60683822631836, 49.58679962158203, 0.0, 1.0]","[0.999049961566925, 0.0009500368032604456, 9.245388898904139e-10, 1.4865125796958978e-10, 8.319453459471049e-11, 6.622108195131204e-09]"
5853,0.029705524444580078,0.016939401626586914,0.0001919269561767578,0.012287378311157227,"[373.0, 373.0, 2000.0, 38.60683822631836, 49.58679962158203, 0.0, 1.0]","[0.999049961566925, 0.0009500368032604456, 9.245388898904139e-10, 1.4865125796958978e-10, 8.319453459471049e-11, 6.622108195131204e-09]"
5854,0.024255037307739258,0.010375738143920898,0.00019049644470214844,0.01342153549194336,"[373.0, 373.0, 2000.0, 38.60683822631836, 49.58679962158203, 0.0, 1.0]","[0.999049961566925, 0.0009500368032604456, 9.245388898904139e-10, 1.4865125796958978e-10, 8.319453459471049e-11, 6.622108195131204e-09]"
5855,0.020120859146118164,0.011563539505004883,0.0001900196075439453,0.008095026016235352,"[373.0, 373.0, 2000.0, 38.60683822631836, 49.58679962158203, 0.0, 1.0]","[0.999049961566925, 0.0009500368032604456, 9.245388898904139e-10, 1.4865125796958978e-10, 8.319453459471049e-11, 6.622108195131204e-09]"
5856,0.01698470115661621,0.009033918380737305,0.0001919269561767578,0.007334470748901367,"[373.0, 373.0, 2000.0, 38.60683822631836, 49.58679962158203, 0.0, 1.0]","[0.999049961566925, 0.0009500368032604456, 9.245388898904139e-10, 1.4865125796958978e-10, 8.319453459471049e-11, 6.622108195131204e-09]"
5857,0.02221202850341797,0.010381221771240234,0.00021886825561523438,0.011334896087646484,"[373.0, 373.0, 2000.0, 38.60683822631836, 49.58679962158203, 0.0, 1.0]","[0.999049961566925, 0.0009500368032604456, 9.245388898904139e-10, 1.4865125796958978e-10, 8.319453459471049e-11, 6.622108195131204e-09]"
5858,0.02734088897705078,0.012418985366821289,0.0001857280731201172,0.014479398727416992,"[373.0, 373.0, 2000.0, 38.60683822631836, 49.58679962158203, 0.0, 1.0]","[0.999049961566925, 0.0009500368032604456, 9.245388898904139e-10, 1.4865125796958978e-10, 8.319453459471049e-11, 6.622108195131204e-09]"
5859,0.02400827407836914,0.011373043060302734,0.0001895427703857422,0.012180566787719727,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5860,0.019275665283203125,0.01168680191040039,0.00020313262939453125,0.007101535797119141,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5861,0.021895885467529297,0.010144233703613281,0.00018715858459472656,0.011314868927001953,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5862,0.016646862030029297,0.008281469345092773,0.0001881122589111328,0.00790262222290039,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5863,0.02320408821105957,0.010381221771240234,0.0001888275146484375,0.012371063232421875,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5864,0.02848505973815918,0.018952131271362305,0.00019216537475585938,0.009075403213500977,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5865,0.02035379409790039,0.011801481246948242,0.0001895427703857422,0.008094549179077148,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5866,0.025555849075317383,0.013551473617553711,0.0003077983856201172,0.011288166046142578,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5867,0.02088618278503418,0.010313272476196289,0.00024771690368652344,0.010057687759399414,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5868,0.026516437530517578,0.011364459991455078,0.0001919269561767578,0.014692068099975586,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5869,0.024941682815551758,0.016180038452148438,0.00019025802612304688,0.008248329162597656,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5870,0.021746397018432617,0.013406991958618164,0.00019168853759765625,0.007886409759521484,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5871,0.01777195930480957,0.010508537292480469,0.00018978118896484375,0.006803989410400391,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5872,0.02321338653564453,0.012511968612670898,0.00019049644470214844,0.010241508483886719,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5873,0.024457216262817383,0.010286092758178711,0.00018548965454101562,0.013689517974853516,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5874,0.03146505355834961,0.019269227981567383,0.0001857280731201172,0.01165914535522461,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5875,0.021045446395874023,0.010488271713256836,0.0001919269561767578,0.010096311569213867,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5876,0.022022485733032227,0.01238107681274414,0.00019121170043945312,0.009166955947875977,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5877,0.02017045021057129,0.012575864791870117,0.00030922889709472656,0.00693964958190918,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5878,0.0385127067565918,0.018022775650024414,0.0002162456512451172,0.01996326446533203,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5879,0.023263216018676758,0.013599872589111328,0.00023174285888671875,0.00916433334350586,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5880,0.02203536033630371,0.01366734504699707,0.00028133392333984375,0.007792234420776367,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5881,0.02306365966796875,0.014568328857421875,0.0001881122589111328,0.00803828239440918,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5882,0.028060197830200195,0.017716407775878906,0.00019478797912597656,0.009879827499389648,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5883,0.027617216110229492,0.014243841171264648,0.00020384788513183594,0.012734651565551758,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5884,0.023729801177978516,0.012905359268188477,0.0001957416534423828,0.010353803634643555,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5885,0.024630069732666016,0.014652252197265625,0.0002770423889160156,0.009273290634155273,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5886,0.024361133575439453,0.014259576797485352,0.00025463104248046875,0.009398460388183594,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5887,0.03153061866760254,0.011797666549682617,0.00020766258239746094,0.01923203468322754,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5888,0.017546415328979492,0.009932756423950195,0.00020551681518554688,0.007066249847412109,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5889,0.018670082092285156,0.00905156135559082,0.00020456314086914062,0.009131193161010742,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5890,0.02359318733215332,0.013785839080810547,0.00026106834411621094,0.009086847305297852,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5891,0.01686882972717285,0.009403467178344727,0.0003726482391357422,0.0067899227142333984,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5892,0.018590688705444336,0.009041309356689453,0.00020456314086914062,0.009059429168701172,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5893,0.03216147422790527,0.021267414093017578,0.00019884109497070312,0.010413169860839844,"[373.0, 373.0, 2000.0, 100.0, 49.58679962158203, 0.0, 1.0]","[0.9738091230392456, 0.01001352071762085, 0.008829537779092789, 0.007346785627305508, 6.725605885549157e-07, 2.1797499982767476e-07]"
5894,0.0267179012298584,0.013563394546508789,0.0002155303955078125,0.01263880729675293,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5895,0.016688108444213867,0.008267641067504883,0.00019025802612304688,0.007916688919067383,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5896,0.019126415252685547,0.00931406021118164,0.00019097328186035156,0.009335041046142578,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5897,0.02406454086303711,0.011549949645996094,0.00024175643920898438,0.011857986450195312,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5898,0.027127981185913086,0.018205881118774414,0.00030303001403808594,0.008300065994262695,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5899,0.023502588272094727,0.013730287551879883,0.00020647048950195312,0.009261846542358398,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5900,0.018804311752319336,0.009126901626586914,0.0002028942108154297,0.009145021438598633,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5901,0.016693592071533203,0.009253978729248047,0.0002040863037109375,0.006909847259521484,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5902,0.02426004409790039,0.013563156127929688,0.00020241737365722656,0.01021265983581543,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5903,0.029009580612182617,0.011617183685302734,0.00020265579223632812,0.016908884048461914,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5904,0.024204730987548828,0.013660907745361328,0.00020384788513183594,0.010027170181274414,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5905,0.018558740615844727,0.011293888092041016,0.0002357959747314453,0.006741523742675781,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5906,0.019663572311401367,0.010149717330932617,0.0001895427703857422,0.009059667587280273,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5907,0.027406930923461914,0.007973909378051758,0.0001850128173828125,0.018998146057128906,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5908,0.02354264259338379,0.009325265884399414,0.00019097328186035156,0.013682365417480469,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5909,0.021986722946166992,0.013633251190185547,0.00019216537475585938,0.007871627807617188,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5910,0.022964954376220703,0.012442588806152344,0.0001895427703857422,0.010062217712402344,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5911,0.0209658145904541,0.012274742126464844,0.00025391578674316406,0.008069515228271484,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5912,0.036496877670288086,0.02031540870666504,0.00019288063049316406,0.015717506408691406,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5913,0.02469158172607422,0.013928890228271484,0.00019025802612304688,0.010301351547241211,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5914,0.02413654327392578,0.013353347778320312,0.00018978118896484375,0.010331153869628906,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5915,0.02752971649169922,0.013528823852539062,0.0001900196075439453,0.013547182083129883,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5916,0.032434701919555664,0.018117427825927734,0.00019359588623046875,0.013813018798828125,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5917,0.02753472328186035,0.014667034149169922,0.00018858909606933594,0.012369871139526367,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5918,0.023373842239379883,0.011435747146606445,0.00023245811462402344,0.011294126510620117,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5919,0.02648615837097168,0.014700889587402344,0.0001850128173828125,0.01133584976196289,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5920,0.028368234634399414,0.015710830688476562,0.0001881122589111328,0.012203454971313477,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5921,0.029332637786865234,0.015504598617553711,0.0001952648162841797,0.013325214385986328,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5922,0.02817988395690918,0.015361785888671875,0.00019216537475585938,0.012320756912231445,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5923,0.020034074783325195,0.011621475219726562,0.0001919269561767578,0.007913589477539062,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5924,0.030858993530273438,0.016010522842407227,0.0002856254577636719,0.014123201370239258,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5925,0.025576353073120117,0.013603925704956055,0.00018739700317382812,0.011503219604492188,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5926,0.024320363998413086,0.013791322708129883,0.0001919269561767578,0.010070562362670898,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5927,0.02435302734375,0.014699697494506836,0.00018930435180664062,0.009192228317260742,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5928,0.027128219604492188,0.013736724853515625,0.0002796649932861328,0.012591838836669922,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
5929,0.02282238006591797,0.012229442596435547,0.00020241737365722656,0.010115385055541992,"[373.0, 373.0, 2000.0, 100.0, 250.0, 0.0, 1.0]","[0.824579119682312, 0.018755940720438957, 0.11780529469251633, 0.03885311260819435, 2.233730356238084e-06, 4.318215360399336e-06]"
