params,num_parameters,num_epochs,epoch_train_time,training_time,backpropagation_time,loss_min,max_cpu_usage,max_ram_usage,accuracy,f1_score,precision,recall,confusion_matrix
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [128], 'learning_rate': 0.1, 'weight_decay': 0.0}",1798,64,0.5358872413635254,36.422380208969116,1.1949575820021867,0.024935947731137276,0.0,27.4,97.60670468290996,0.9757441477800715,0.9766704370692948,0.9760670468290997,"[[1893, 1, 0, 0, 0, 0], [23, 1739, 15, 25, 55, 95], [8, 0, 1899, 0, 0, 0], [0, 0, 11, 1984, 0, 0], [0, 14, 0, 0, 1844, 29], [1, 0, 0, 0, 0, 1938]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [128], 'learning_rate': 0.1, 'weight_decay': 0.0005}",1798,64,0.5776779651641846,36.345322370529175,1.2069222882637003,0.11119890958070755,2.4,27.3,93.98652151373769,0.9380812356877687,0.9421670780896698,0.9398652151373769,"[[1843, 14, 23, 9, 0, 5], [38, 1467, 26, 34, 258, 129], [1, 0, 1824, 80, 2, 0], [0, 9, 0, 1986, 0, 0], [0, 12, 0, 0, 1864, 11], [0, 28, 4, 5, 8, 1894]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [128], 'learning_rate': 0.1, 'weight_decay': 0.0001}",1798,64,0.6642909049987793,36.25579071044922,1.194467881272511,0.051083218306303024,0.0,27.3,96.25021600138241,0.9619662173950974,0.9625405310163327,0.962502160013824,"[[1868, 0, 26, 0, 0, 0], [35, 1671, 27, 13, 102, 104], [0, 0, 1907, 0, 0, 0], [8, 25, 0, 1962, 0, 0], [0, 42, 0, 0, 1845, 0], [0, 22, 5, 0, 25, 1887]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [128], 'learning_rate': 0.01, 'weight_decay': 0.0}",1798,64,0.5199263095855713,35.209784746170044,1.1372805794299636,0.009413991123437881,0.0,27.3,98.72991187143597,0.9872420020999184,0.987248993363873,0.9872991187143598,"[[1894, 0, 0, 0, 0, 0], [11, 1859, 5, 11, 26, 40], [0, 8, 1897, 2, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 6, 0, 0, 1881, 0], [0, 34, 0, 0, 4, 1901]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [128], 'learning_rate': 0.01, 'weight_decay': 0.0005}",1798,64,0.5623714923858643,35.519339084625244,1.1499210451189326,0.09000710397958755,0.0,27.4,95.7836530153793,0.9567146757397276,0.9599707043674479,0.957836530153793,"[[1856, 0, 32, 1, 0, 5], [44, 1570, 33, 20, 144, 141], [0, 0, 1898, 3, 0, 6], [4, 0, 8, 1983, 0, 0], [0, 8, 0, 0, 1843, 36], [0, 0, 3, 0, 0, 1936]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [128], 'learning_rate': 0.01, 'weight_decay': 0.0001}",1798,64,0.5799667835235596,35.6013867855072,1.1657085372598133,0.03962608054280281,0.0,27.5,97.39934335579748,0.9738764605981453,0.973896722867492,0.9739934335579747,"[[1891, 0, 0, 3, 0, 0], [38, 1802, 11, 12, 41, 48], [4, 7, 1885, 11, 0, 0], [0, 13, 0, 1982, 0, 0], [0, 12, 0, 0, 1874, 1], [0, 93, 0, 0, 7, 1839]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [128], 'learning_rate': 0.001, 'weight_decay': 0.0}",1798,64,0.5270168781280518,34.69723153114319,1.1210785715619505,0.049857109785079956,0.0,27.5,97.48574390876102,0.9743605196605287,0.9755253002661647,0.9748574390876101,"[[1892, 0, 1, 1, 0, 0], [29, 1702, 22, 19, 105, 75], [1, 0, 1904, 2, 0, 0], [0, 4, 0, 1991, 0, 0], [0, 3, 0, 0, 1882, 2], [0, 7, 7, 0, 13, 1912]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [128], 'learning_rate': 0.001, 'weight_decay': 0.0005}",1798,64,0.537952184677124,37.384263038635254,1.231124387920232,0.09535574913024902,0.0,27.6,95.93053395541732,0.9581796801551096,0.9612707249484312,0.9593053395541732,"[[1871, 0, 20, 3, 0, 0], [44, 1576, 32, 22, 162, 116], [4, 0, 1902, 1, 0, 0], [3, 6, 22, 1964, 0, 0], [0, 0, 0, 0, 1865, 22], [0, 0, 9, 0, 5, 1925]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [128], 'learning_rate': 0.001, 'weight_decay': 0.0001}",1798,64,0.5452637672424316,35.09484338760376,1.14322019463086,0.05476388707756996,0.8,27.6,97.8054259547261,0.977642284714988,0.9786314195510256,0.9780542595472611,"[[1893, 0, 0, 1, 0, 0], [29, 1726, 17, 17, 81, 82], [1, 0, 1902, 4, 0, 0], [0, 3, 0, 1992, 0, 0], [0, 0, 0, 0, 1884, 3], [0, 5, 2, 0, 9, 1923]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [256], 'learning_rate': 0.1, 'weight_decay': 0.0}",3590,64,0.5221223831176758,34.62826943397522,1.1114069152602832,0.012864778749644756,0.0,27.6,97.42526352168655,0.9742732209555668,0.9743504240859457,0.9742526352168653,"[[1874, 13, 3, 0, 0, 4], [13, 1814, 4, 12, 42, 67], [1, 14, 1888, 0, 0, 4], [0, 42, 0, 1953, 0, 0], [0, 24, 0, 0, 1863, 0], [0, 40, 0, 0, 15, 1884]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [256], 'learning_rate': 0.1, 'weight_decay': 0.0005}",3590,64,0.5302660465240479,34.95795226097107,1.1404763227997563,0.11764787882566452,0.0,27.7,94.65180577155694,0.9452722542252386,0.9473709334510091,0.9465180577155694,"[[1861, 7, 18, 8, 0, 0], [37, 1528, 28, 24, 208, 127], [0, 0, 1906, 1, 0, 0], [0, 20, 26, 1949, 0, 0], [0, 58, 0, 0, 1828, 1], [0, 11, 11, 0, 34, 1883]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [256], 'learning_rate': 0.1, 'weight_decay': 0.0001}",3590,64,0.5257771015167236,35.78567624092102,1.181582205038703,0.051186781376600266,0.0,27.8,96.77725937446,0.9672640600585389,0.9683160457710325,0.9677725937446,"[[1893, 0, 0, 1, 0, 0], [24, 1684, 20, 19, 99, 106], [0, 0, 1907, 0, 0, 0], [0, 5, 23, 1967, 0, 0], [0, 11, 0, 0, 1847, 29], [0, 23, 9, 0, 4, 1903]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [256], 'learning_rate': 0.01, 'weight_decay': 0.0}",3590,64,0.5796756744384766,34.65092420578003,1.108357693114992,0.010119087994098663,0.0,27.9,99.07551408329013,0.9906862990354487,0.9908098704290795,0.9907551408329013,"[[1894, 0, 0, 0, 0, 0], [18, 1858, 4, 5, 29, 38], [0, 2, 1905, 0, 0, 0], [0, 2, 0, 1993, 0, 0], [0, 4, 0, 0, 1883, 0], [0, 5, 0, 0, 0, 1934]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [256], 'learning_rate': 0.01, 'weight_decay': 0.0005}",3590,64,0.6806776523590088,34.92122960090637,1.139106836108213,0.08222267031669617,3.3,27.9,96.20701572490064,0.9613974507266478,0.9622164025380442,0.9620701572490064,"[[1876, 1, 10, 3, 0, 4], [30, 1652, 22, 20, 146, 82], [0, 0, 1898, 9, 0, 0], [0, 1, 0, 1994, 0, 0], [0, 10, 0, 0, 1871, 6], [0, 72, 13, 0, 10, 1844]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [256], 'learning_rate': 0.01, 'weight_decay': 0.0001}",3590,64,0.5254626274108887,34.88328218460083,1.1365785988984187,0.03777303919196129,0.0,28.0,98.48799032313806,0.9847742116126739,0.9848536980486982,0.9848799032313806,"[[1893, 0, 0, 1, 0, 0], [23, 1831, 7, 10, 30, 51], [3, 0, 1904, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 19, 0, 0, 1868, 0], [0, 20, 0, 0, 11, 1908]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [256], 'learning_rate': 0.001, 'weight_decay': 0.0}",3590,64,0.5637557506561279,34.636945486068726,1.1112956710941884,0.025615304708480835,0.0,28.1,98.19422844306203,0.9816884689764704,0.9823027596663425,0.9819422844306204,"[[1894, 0, 0, 0, 0, 0], [21, 1769, 9, 13, 69, 71], [0, 1, 1906, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 0, 0, 0, 1887, 0], [0, 12, 0, 0, 13, 1914]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [256], 'learning_rate': 0.001, 'weight_decay': 0.0005}",3590,64,0.554542064666748,34.86995506286621,1.1362175338834688,0.09591593593358994,15.6,28.2,96.44893727319855,0.9636917473978933,0.9654483003810398,0.9644893727319855,"[[1891, 0, 1, 2, 0, 0], [42, 1635, 26, 22, 115, 112], [15, 0, 1890, 2, 0, 0], [3, 4, 16, 1972, 0, 0], [0, 16, 0, 0, 1853, 18], [0, 3, 8, 0, 6, 1922]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [256], 'learning_rate': 0.001, 'weight_decay': 0.0001}",3590,64,0.5594806671142578,35.651726722717285,1.157167311037443,0.03754343092441559,0.0,28.4,97.60670468290996,0.975552694817273,0.9768287647626691,0.9760670468290997,"[[1893, 0, 0, 1, 0, 0], [33, 1699, 19, 14, 99, 88], [0, 0, 1907, 0, 0, 0], [0, 6, 0, 1989, 0, 0], [0, 3, 0, 0, 1882, 2], [0, 0, 1, 0, 11, 1927]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [512], 'learning_rate': 0.1, 'weight_decay': 0.0}",7174,64,0.5393092632293701,35.68271350860596,1.2098822680955434,0.005756880156695843,0.0,28.5,98.28926905132192,0.9826790167318977,0.9830792196192372,0.9828926905132193,"[[1894, 0, 0, 0, 0, 0], [24, 1786, 6, 15, 56, 65], [0, 3, 1904, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 15, 0, 0, 1865, 7], [0, 3, 0, 3, 1, 1932]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [512], 'learning_rate': 0.1, 'weight_decay': 0.0005}",7174,64,0.576467752456665,36.378249168395996,1.2413665075987084,0.12164486944675446,0.0,28.6,94.5654052185934,0.9447456910559439,0.9454419629774907,0.945654052185934,"[[1853, 21, 17, 3, 0, 0], [40, 1582, 30, 28, 157, 115], [8, 0, 1854, 45, 0, 0], [0, 25, 0, 1970, 0, 0], [0, 67, 0, 0, 1796, 24], [0, 18, 14, 0, 17, 1890]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [512], 'learning_rate': 0.1, 'weight_decay': 0.0001}",7174,64,0.5345768928527832,35.884326457977295,1.22272291153834,0.07020387798547745,0.0,28.7,96.50941766027303,0.9644624142872372,0.9658358894087238,0.9650941766027302,"[[1877, 10, 0, 3, 0, 4], [31, 1653, 25, 12, 116, 115], [12, 0, 1879, 5, 0, 11], [0, 23, 0, 1972, 0, 0], [0, 15, 0, 0, 1869, 3], [0, 0, 0, 1, 18, 1920]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [512], 'learning_rate': 0.01, 'weight_decay': 0.0}",7174,64,0.679384708404541,36.16933798789978,1.2298775065011083,0.003391506150364876,0.0,28.8,98.9113530326594,0.9890294292325433,0.9892640133040271,0.9891135303265941,"[[1894, 0, 0, 0, 0, 0], [12, 1841, 3, 8, 26, 62], [0, 0, 1907, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 9, 0, 0, 1878, 0], [0, 0, 0, 0, 6, 1933]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [512], 'learning_rate': 0.01, 'weight_decay': 0.0005}",7174,64,0.5433964729309082,37.07904410362244,1.276706566632782,0.10348253697156906,3.3,28.9,96.31933644375324,0.9624898665800925,0.9638392761659259,0.9631933644375325,"[[1891, 0, 0, 3, 0, 0], [49, 1650, 25, 23, 102, 103], [20, 0, 1876, 11, 0, 0], [0, 6, 0, 1989, 0, 0], [0, 21, 0, 0, 1827, 39], [0, 11, 11, 2, 0, 1915]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [512], 'learning_rate': 0.01, 'weight_decay': 0.0001}",7174,64,0.5915989875793457,36.74860167503357,1.2674101767289705,0.030956288799643517,0.8,28.9,98.3497494383964,0.9833270962845867,0.983697797333755,0.983497494383964,"[[1894, 0, 0, 0, 0, 0], [20, 1798, 13, 13, 35, 73], [0, 0, 1907, 0, 0, 0], [0, 12, 0, 1983, 0, 0], [0, 9, 0, 0, 1868, 10], [0, 1, 0, 0, 5, 1933]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [512], 'learning_rate': 0.001, 'weight_decay': 0.0}",7174,64,0.6622545719146729,36.40593862533569,1.2330321893507605,0.02154713310301304,0.0,29.0,98.5743908761016,0.9855664493104989,0.9860674814206165,0.985743908761016,"[[1894, 0, 0, 0, 0, 0], [24, 1800, 8, 12, 49, 59], [0, 0, 1907, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 0, 0, 0, 1887, 0], [0, 0, 0, 0, 13, 1926]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [512], 'learning_rate': 0.001, 'weight_decay': 0.0005}",7174,64,0.6477320194244385,37.57655620574951,1.2984133804042037,0.08659777045249939,0.0,29.1,96.81181959564542,0.9676438915467909,0.9684970078669709,0.9681181959564541,"[[1865, 1, 25, 3, 0, 0], [28, 1699, 27, 22, 89, 87], [1, 0, 1896, 10, 0, 0], [1, 5, 3, 1986, 0, 0], [0, 13, 0, 0, 1852, 22], [0, 19, 9, 1, 3, 1907]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [512], 'learning_rate': 0.001, 'weight_decay': 0.0001}",7174,64,0.5557155609130859,38.58365511894226,1.3277641605606396,0.04015052318572998,3.3,29.2,98.15102816658026,0.9812678269440147,0.9816659628723622,0.9815102816658027,"[[1893, 0, 0, 1, 0, 0], [28, 1779, 11, 16, 57, 61], [0, 0, 1907, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 3, 0, 0, 1884, 0], [0, 21, 3, 0, 13, 1902]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [1024], 'learning_rate': 0.1, 'weight_decay': 0.0}",14342,64,0.602057933807373,37.3080039024353,1.2734722942937144,0.02405710518360138,0.0,29.3,97.41662346639019,0.9739986703728065,0.9740814278908219,0.9741662346639018,"[[1894, 0, 0, 0, 0, 0], [19, 1773, 3, 8, 89, 60], [0, 5, 1902, 0, 0, 0], [0, 6, 0, 1989, 0, 0], [0, 7, 0, 0, 1859, 21], [0, 77, 0, 0, 4, 1858]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [1024], 'learning_rate': 0.1, 'weight_decay': 0.0005}",14342,64,0.6078469753265381,38.233612060546875,1.3142972567134141,0.08198516815900803,0.0,29.3,93.8137204078106,0.9377514913530237,0.937749704049706,0.9381372040781061,"[[1833, 29, 25, 3, 0, 4], [34, 1626, 34, 21, 144, 93], [1, 0, 1896, 10, 0, 0], [0, 9, 25, 1961, 0, 0], [0, 124, 0, 0, 1741, 22], [0, 78, 23, 2, 35, 1801]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [1024], 'learning_rate': 0.1, 'weight_decay': 0.0001}",14342,64,0.5680756568908691,39.80657482147217,1.3772443924819566,0.0647754818201065,0.8,29.3,96.3279764990496,0.9626589208215829,0.9633700378426117,0.963279764990496,"[[1868, 1, 19, 3, 0, 3], [28, 1655, 26, 17, 113, 113], [0, 8, 1892, 2, 0, 5], [0, 15, 0, 1980, 0, 0], [0, 36, 0, 0, 1848, 3], [0, 25, 0, 0, 8, 1906]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [1024], 'learning_rate': 0.01, 'weight_decay': 0.0}",14342,64,0.5469000339508057,37.35553336143494,1.2663013986131764,0.0033853393979370594,0.0,29.4,98.86815275617764,0.9885724246322974,0.9889213328207911,0.9886815275617764,"[[1894, 0, 0, 0, 0, 0], [12, 1829, 7, 9, 53, 42], [0, 0, 1907, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 0, 0, 0, 1887, 0], [0, 0, 0, 0, 8, 1931]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [1024], 'learning_rate': 0.01, 'weight_decay': 0.0005}",14342,64,0.659949541091919,38.887486934661865,1.3373827777844107,0.08642265200614929,0.0,29.4,97.01054086746156,0.9695832499921873,0.9705145838917493,0.9701054086746155,"[[1889, 1, 1, 3, 0, 0], [39, 1694, 20, 18, 91, 90], [4, 0, 1899, 4, 0, 0], [0, 8, 16, 1971, 0, 0], [0, 10, 0, 0, 1875, 2], [0, 16, 7, 0, 16, 1900]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [1024], 'learning_rate': 0.01, 'weight_decay': 0.0001}",14342,64,0.6301758289337158,40.07181715965271,1.3976468401060578,0.03173857182264328,0.0,29.4,97.41662346639019,0.9738099437964158,0.9743012759675675,0.9741662346639018,"[[1893, 0, 0, 1, 0, 0], [36, 1734, 14, 19, 41, 108], [0, 0, 1902, 0, 0, 5], [0, 0, 4, 1991, 0, 0], [0, 59, 0, 0, 1824, 4], [0, 0, 0, 0, 8, 1931]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [1024], 'learning_rate': 0.001, 'weight_decay': 0.0}",14342,64,0.535383939743042,38.44948363304138,1.3101627607701234,0.012002435512840748,0.8,29.4,98.84223259028857,0.9883138102872132,0.988574396336443,0.9884223259028858,"[[1894, 0, 0, 0, 0, 0], [19, 1834, 7, 12, 37, 43], [0, 0, 1907, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 0, 0, 0, 1887, 0], [0, 5, 0, 0, 11, 1923]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [1024], 'learning_rate': 0.001, 'weight_decay': 0.0005}",14342,64,0.642401933670044,37.292020082473755,1.292932202308876,0.1042584478855133,0.0,29.8,96.43165716260584,0.963444380455029,0.9653927057972815,0.9643165716260584,"[[1889, 0, 2, 3, 0, 0], [41, 1623, 29, 22, 133, 104], [2, 0, 1905, 0, 0, 0], [3, 9, 14, 1969, 0, 0], [0, 12, 0, 0, 1849, 26], [0, 0, 13, 0, 0, 1926]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [1024], 'learning_rate': 0.001, 'weight_decay': 0.0001}",14342,64,0.5523011684417725,38.25814366340637,1.3474901695607118,0.03566885367035866,0.0,29.9,97.83134612061517,0.9780235558921468,0.978411348779018,0.9783134612061517,"[[1893, 0, 0, 1, 0, 0], [26, 1761, 14, 13, 78, 60], [0, 0, 1907, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 0, 0, 0, 1887, 0], [0, 45, 1, 0, 13, 1880]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [128, 64], 'learning_rate': 0.1, 'weight_decay': 0.0}",9670,64,0.6778049468994141,44.75887894630432,1.5958529480254453,0.021949056535959244,2.5,29.9,96.41437705201314,0.9642091263953743,0.9644849930038303,0.9641437705201313,"[[1886, 5, 3, 0, 0, 0], [24, 1787, 3, 29, 53, 56], [0, 36, 1846, 6, 2, 17], [0, 4, 0, 1991, 0, 0], [0, 49, 0, 0, 1838, 0], [0, 118, 0, 1, 9, 1811]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [128, 64], 'learning_rate': 0.1, 'weight_decay': 0.0005}",9670,64,0.7159674167633057,43.144033670425415,1.560747479371603,0.07224134355783463,0.0,29.9,95.74045273889753,0.9567257821706163,0.9583079245571279,0.9574045273889753,"[[1869, 7, 16, 0, 0, 2], [38, 1623, 14, 12, 138, 127], [10, 0, 1857, 0, 0, 40], [0, 38, 7, 1945, 0, 5], [0, 14, 0, 0, 1868, 5], [0, 19, 0, 0, 1, 1919]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [128, 64], 'learning_rate': 0.1, 'weight_decay': 0.0001}",9670,64,0.5654685497283936,41.29180192947388,1.4749447614448505,0.033489521592855453,0.0,29.9,95.97373423189909,0.9596247476323537,0.9596409840155358,0.9597373423189909,"[[1893, 1, 0, 0, 0, 0], [25, 1749, 30, 17, 73, 58], [0, 1, 1898, 0, 0, 8], [0, 0, 0, 1995, 0, 0], [0, 97, 0, 0, 1772, 18], [0, 119, 9, 0, 10, 1801]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [128, 64], 'learning_rate': 0.01, 'weight_decay': 0.0}",9670,64,0.6216909885406494,39.00850510597229,1.3319745001213326,0.002305869711562991,1.7,29.9,99.14463452566096,0.9914170623095832,0.9914283444335394,0.9914463452566097,"[[1886, 1, 7, 0, 0, 0], [6, 1890, 5, 8, 15, 28], [0, 0, 1907, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 1, 0, 0, 1886, 0], [0, 24, 0, 0, 4, 1911]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [128, 64], 'learning_rate': 0.01, 'weight_decay': 0.0005}",9670,64,0.7211096286773682,40.167890310287476,1.4381219339634173,0.036385420709848404,3.3,29.9,97.61534473820632,0.9758831357505534,0.9765821408473454,0.9761534473820632,"[[1841, 8, 40, 2, 0, 3], [15, 1759, 23, 15, 52, 88], [0, 0, 1907, 0, 0, 0], [0, 3, 0, 1992, 0, 0], [0, 12, 0, 0, 1875, 0], [0, 0, 0, 0, 15, 1924]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [128, 64], 'learning_rate': 0.01, 'weight_decay': 0.0001}",9670,64,0.6722171306610107,44.40159869194031,1.6796859958883148,0.012955643236637115,0.0,29.9,98.45343010195265,0.9843117862878435,0.9847707078341347,0.9845343010195265,"[[1893, 0, 0, 1, 0, 0], [18, 1790, 28, 19, 34, 63], [0, 0, 1907, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 0, 0, 0, 1887, 0], [0, 6, 0, 0, 10, 1923]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [128, 64], 'learning_rate': 0.001, 'weight_decay': 0.0}",9670,64,0.5309319496154785,42.954402685165405,1.563688503444524,0.01647411845624447,0.0,29.9,99.06687402799378,0.9905958491031819,0.9907544572940381,0.9906687402799378,"[[1894, 0, 0, 0, 0, 0], [19, 1855, 6, 10, 15, 47], [0, 0, 1907, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 2, 0, 0, 1885, 0], [0, 5, 0, 0, 4, 1930]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [128, 64], 'learning_rate': 0.001, 'weight_decay': 0.0005}",9670,64,0.6986219882965088,44.1215603351593,1.6707605913857728,0.034588661044836044,0.0,29.9,98.18558838776568,0.9815855368074082,0.9822418733413575,0.9818558838776568,"[[1894, 0, 0, 0, 0, 0], [26, 1766, 11, 15, 70, 64], [1, 0, 1906, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 2, 0, 0, 1885, 0], [0, 7, 1, 0, 13, 1918]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [128, 64], 'learning_rate': 0.001, 'weight_decay': 0.0001}",9670,64,0.770453929901123,44.45406889915466,1.6883482220093848,0.013867577537894249,0.0,29.9,98.56575082080525,0.9855005308161776,0.9858736168574839,0.9856575082080525,"[[1894, 0, 0, 0, 0, 0], [23, 1808, 7, 9, 55, 50], [0, 1, 1906, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 0, 0, 0, 1887, 0], [0, 10, 0, 0, 11, 1918]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [256, 128], 'learning_rate': 0.1, 'weight_decay': 0.0}",35718,64,0.596595048904419,41.824697494506836,1.4889317446321413,0.046681877225637436,0.8,29.9,96.8895800933126,0.968610790511301,0.9687325658321533,0.968895800933126,"[[1889, 5, 0, 0, 0, 0], [24, 1744, 4, 37, 61, 82], [3, 5, 1899, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 39, 0, 0, 1848, 0], [1, 49, 4, 0, 46, 1839]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [256, 128], 'learning_rate': 0.1, 'weight_decay': 0.0005}",35718,64,0.6046068668365479,43.11140704154968,1.5537564884562518,0.07864419370889664,0.0,29.7,93.26075686884396,0.9326617084893872,0.9330644270497144,0.9326075686884396,"[[1883, 11, 0, 0, 0, 0], [51, 1666, 18, 17, 111, 89], [39, 9, 1828, 0, 30, 1], [19, 14, 40, 1910, 6, 6], [0, 191, 0, 0, 1694, 2], [4, 77, 2, 0, 43, 1813]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [256, 128], 'learning_rate': 0.1, 'weight_decay': 0.0001}",35718,64,0.6237034797668457,42.187827587127686,1.513621528010342,0.03292400762438774,0.8,29.6,95.38621047174702,0.95379445878598,0.9544786839332543,0.9538621047174702,"[[1856, 28, 0, 0, 0, 10], [20, 1711, 15, 10, 118, 78], [0, 2, 1902, 3, 0, 0], [0, 46, 0, 1949, 0, 0], [0, 37, 0, 0, 1850, 0], [0, 79, 5, 0, 83, 1772]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [256, 128], 'learning_rate': 0.01, 'weight_decay': 0.0}",35718,64,0.5696268081665039,40.09622621536255,1.4092137224107817,0.004091786220669746,0.0,29.6,99.15327458095732,0.9915048673358601,0.9915247727389169,0.9915327458095732,"[[1894, 0, 0, 0, 0, 0], [13, 1891, 5, 7, 9, 27], [0, 3, 1904, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 34, 0, 0, 1853, 0], [0, 0, 0, 0, 0, 1939]]"
"{'batch_size': 256, 'dropout_prob': 0.0, 'epochs': 64, 'hidden_layers': [256, 128], 'learning_rate': 0.01, 'weight_decay': 0.0005}",35718,64,0.7036838531494141,40.81108832359314,1.4615375651509723,0.0432388000190258,19.0,29.6,98.26334888543286,0.9824324258876046,0.983059795659576,0.9826334888543287,"[[1886, 1, 4, 3, 0, 0], [21, 1784, 10, 15, 64, 58], [0, 0, 1907, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 0, 0, 0, 1887, 0], [0, 2, 0, 0, 23, 1914]]"
