params,num_parameters,num_epochs,epoch_train_time,training_time,backpropagation_time,loss_min,max_cpu_usage,max_ram_usage,accuracy,f1_score,precision,recall,confusion_matrix
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 64, 'hidden_layers': [512, 256, 128], 'learning_rate': 0.01, 'weight_decay': 0.0001}",169094,64,0.7465789318084717,41.743958950042725,1.4754535414237344,0.1053004190325737,0.0,30.6,96.50077760497668,0.9640606360550456,0.9665838168102111,0.9650077760497667,"[[1894, 0, 0, 0, 0, 0], [43, 1608, 27, 23, 131, 120], [0, 0, 1893, 13, 0, 1], [0, 0, 0, 1995, 0, 0], [0, 7, 0, 0, 1840, 40], [0, 0, 0, 0, 0, 1939]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 64, 'hidden_layers': [512, 256, 128], 'learning_rate': 0.001, 'weight_decay': 0.0}",169094,64,0.6865038871765137,41.89419341087341,1.4571379355633456,0.032812993973493576,0.0,30.6,98.66079142906514,0.986444159242536,0.9868903891376393,0.9866079142906514,"[[1894, 0, 0, 0, 0, 0], [16, 1807, 12, 16, 33, 68], [0, 0, 1907, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 0, 0, 0, 1887, 0], [0, 0, 0, 0, 10, 1929]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 64, 'hidden_layers': [512, 256, 128], 'learning_rate': 0.001, 'weight_decay': 0.0005}",169094,64,0.6542832851409912,44.39910936355591,1.5787063835404855,0.04446514695882797,0.8,30.6,98.1423881112839,0.9810711207385443,0.981805887717385,0.9814238811128391,"[[1894, 0, 0, 0, 0, 0], [34, 1751, 30, 19, 43, 75], [0, 0, 1907, 0, 0, 0], [0, 2, 0, 1993, 0, 0], [0, 0, 0, 0, 1887, 0], [0, 3, 0, 0, 9, 1927]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 64, 'hidden_layers': [512, 256, 128], 'learning_rate': 0.001, 'weight_decay': 0.0001}",169094,64,0.7325823307037354,47.57616186141968,1.7083459096389582,0.03639892488718033,0.0,30.6,98.61759115258337,0.9859880527079137,0.9864784993821386,0.9861759115258337,"[[1894, 0, 0, 0, 0, 0], [24, 1799, 13, 17, 26, 73], [0, 0, 1907, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 0, 0, 0, 1887, 0], [0, 0, 0, 0, 7, 1932]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [128], 'learning_rate': 0.1, 'weight_decay': 0.0}",1798,128,0.5618593692779541,80.73455309867859,1.354736425188365,0.22669553756713867,0.0,30.6,95.17884914463453,0.9506123141993158,0.9528709202092711,0.9517884914463453,"[[1883, 10, 0, 0, 0, 1], [45, 1551, 34, 16, 204, 102], [16, 0, 1875, 15, 0, 1], [0, 22, 0, 1973, 0, 0], [0, 10, 0, 0, 1875, 2], [0, 34, 19, 0, 27, 1859]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [128], 'learning_rate': 0.1, 'weight_decay': 0.0005}",1798,128,0.7561743259429932,78.36421418190002,1.3105951722978888,0.3054768443107605,3.3,30.7,90.13305685156385,0.8975078806795421,0.9007329929326305,0.9013305685156385,"[[1883, 1, 7, 0, 0, 3], [107, 1257, 50, 24, 346, 168], [37, 0, 1860, 5, 0, 5], [4, 25, 53, 1913, 0, 0], [0, 170, 0, 0, 1658, 59], [41, 1, 35, 0, 1, 1861]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [128], 'learning_rate': 0.1, 'weight_decay': 0.0001}",1798,128,0.6304092407226562,85.16432070732117,1.5388621809732848,0.2581670880317688,0.0,30.7,92.4485916709867,0.9212799270783996,0.9244771435462324,0.9244859167098669,"[[1887, 4, 0, 1, 0, 2], [87, 1328, 47, 23, 309, 158], [11, 0, 1896, 0, 0, 0], [0, 42, 0, 1953, 0, 0], [0, 105, 0, 0, 1727, 55], [0, 0, 30, 0, 0, 1909]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [128], 'learning_rate': 0.01, 'weight_decay': 0.0}",1798,128,0.6618990898132324,82.90948367118835,1.4829640456820061,0.02672022581100464,0.0,30.7,98.56575082080525,0.9854879402730091,0.9858606959304702,0.9856575082080525,"[[1894, 0, 0, 0, 0, 0], [20, 1805, 6, 16, 45, 60], [0, 0, 1907, 0, 0, 0], [0, 6, 0, 1989, 0, 0], [0, 0, 0, 0, 1887, 0], [0, 5, 0, 0, 8, 1926]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [128], 'learning_rate': 0.01, 'weight_decay': 0.0005}",1798,128,0.7084372043609619,85.32711815834045,1.5469787858467734,0.1464429795742035,1.7,30.7,95.21340936581994,0.9506572269851196,0.9530812408240024,0.9521340936581995,"[[1893, 0, 0, 1, 0, 0], [58, 1532, 38, 28, 164, 132], [9, 0, 1895, 3, 0, 0], [0, 13, 23, 1959, 0, 0], [0, 42, 0, 0, 1824, 21], [0, 0, 13, 1, 8, 1917]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [128], 'learning_rate': 0.01, 'weight_decay': 0.0001}",1798,128,0.6941878795623779,84.47695088386536,1.4765672900235456,0.07547346502542496,0.0,30.7,97.2265422498704,0.9715242756598874,0.9733861140666209,0.972265422498704,"[[1891, 0, 0, 3, 0, 0], [30, 1653, 22, 23, 114, 110], [0, 0, 1905, 2, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 1, 0, 0, 1882, 4], [0, 4, 0, 0, 8, 1927]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [128], 'learning_rate': 0.001, 'weight_decay': 0.0}",1798,128,0.5962109565734863,83.7052104473114,1.4963619904952814,0.05401066318154335,0.0,30.8,97.89182650768964,0.9784740129726867,0.979716563050082,0.9789182650768965,"[[1894, 0, 0, 0, 0, 0], [23, 1716, 11, 19, 87, 96], [0, 0, 1907, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 0, 0, 0, 1887, 0], [0, 0, 0, 0, 8, 1931]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [128], 'learning_rate': 0.001, 'weight_decay': 0.0005}",1798,128,0.5351958274841309,78.91269969940186,1.3707729252003833,0.14654304087162018,3.3,30.8,95.40349058233973,0.952553714410519,0.9557187251504151,0.9540349058233972,"[[1889, 0, 4, 1, 0, 0], [46, 1525, 33, 23, 197, 128], [1, 0, 1905, 1, 0, 0], [4, 12, 17, 1962, 0, 0], [0, 24, 0, 0, 1841, 22], [0, 0, 12, 0, 7, 1920]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [128], 'learning_rate': 0.001, 'weight_decay': 0.0001}",1798,128,0.6904792785644531,85.88520336151123,1.4860302065782125,0.08783605694770813,4.1,30.9,97.13150164161051,0.9706034138154913,0.9722347628292918,0.9713150164161051,"[[1892, 0, 0, 0, 0, 2], [32, 1656, 25, 18, 117, 104], [0, 0, 1907, 0, 0, 0], [0, 9, 0, 1986, 0, 0], [0, 4, 0, 0, 1876, 7], [0, 4, 3, 0, 7, 1925]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [256], 'learning_rate': 0.1, 'weight_decay': 0.0}",3590,128,0.6635081768035889,85.34720754623413,1.544662509422276,0.20383761823177338,0.0,30.7,95.3343701399689,0.951920617322646,0.9564092482676596,0.9533437013996889,"[[1885, 2, 0, 0, 0, 7], [46, 1510, 35, 11, 196, 154], [5, 0, 1888, 2, 0, 12], [0, 2, 0, 1993, 0, 0], [0, 0, 0, 0, 1863, 24], [0, 7, 3, 0, 34, 1895]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [256], 'learning_rate': 0.1, 'weight_decay': 0.0005}",3590,128,0.6650817394256592,85.86250758171082,1.5659222883578823,0.29772430658340454,0.0,30.7,90.40953862104718,0.9007244296774602,0.903980175056885,0.9040953862104717,"[[1821, 35, 6, 3, 0, 29], [89, 1281, 39, 37, 309, 197], [20, 0, 1879, 8, 0, 0], [2, 5, 51, 1908, 29, 0], [0, 152, 0, 0, 1684, 51], [18, 0, 25, 1, 4, 1891]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [256], 'learning_rate': 0.1, 'weight_decay': 0.0001}",3590,128,0.6706099510192871,84.61536741256714,1.5307640173158592,0.2711266279220581,0.0,30.7,93.3644375324002,0.9319161183555601,0.9345160002230273,0.933644375324002,"[[1871, 1, 17, 0, 0, 5], [43, 1456, 41, 15, 225, 172], [3, 0, 1902, 0, 0, 2], [0, 34, 20, 1941, 0, 0], [0, 72, 0, 0, 1742, 73], [0, 16, 29, 0, 0, 1894]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [256], 'learning_rate': 0.01, 'weight_decay': 0.0}",3590,128,0.6604595184326172,85.66755652427673,1.5428912779573578,0.02625984326004982,0.0,30.7,98.74719198202868,0.9873797765389811,0.987591969919339,0.9874719198202868,"[[1893, 1, 0, 0, 0, 0], [14, 1837, 6, 7, 38, 50], [0, 0, 1907, 0, 0, 0], [0, 17, 0, 1978, 0, 0], [0, 0, 0, 0, 1887, 0], [0, 0, 0, 0, 12, 1927]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [256], 'learning_rate': 0.01, 'weight_decay': 0.0005}",3590,128,0.6985335350036621,85.93315029144287,1.5647822157454097,0.12780572474002838,0.8,30.7,95.14428892344911,0.949632384700152,0.953777503146697,0.951442889234491,"[[1892, 0, 0, 2, 0, 0], [47, 1483, 34, 21, 222, 145], [8, 0, 1897, 2, 0, 0], [0, 22, 8, 1965, 0, 0], [0, 10, 0, 0, 1860, 17], [0, 0, 14, 0, 10, 1915]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [256], 'learning_rate': 0.01, 'weight_decay': 0.0001}",3590,128,0.5457870960235596,81.16965746879578,1.4228457018980005,0.05595124885439873,1.6,30.8,97.36478313461207,0.9730960935780986,0.9741961031114044,0.9736478313461207,"[[1891, 0, 0, 0, 0, 3], [27, 1691, 21, 20, 99, 94], [0, 0, 1907, 0, 0, 0], [0, 4, 0, 1991, 0, 0], [0, 0, 0, 0, 1886, 1], [0, 21, 5, 0, 10, 1903]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [256], 'learning_rate': 0.001, 'weight_decay': 0.0}",3590,128,0.547189474105835,73.39120960235596,1.196161962181165,0.03187314048409462,0.0,30.8,98.5571107655089,0.9853793637762939,0.9859442663929475,0.985571107655089,"[[1894, 0, 0, 0, 0, 0], [15, 1793, 7, 14, 56, 67], [0, 0, 1907, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 0, 0, 0, 1887, 0], [0, 0, 0, 0, 8, 1931]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [256], 'learning_rate': 0.001, 'weight_decay': 0.0005}",3590,128,0.6020939350128174,74.76378178596497,1.2444320304617698,0.12073549628257751,3.3,30.8,95.61949196474858,0.9547814049447254,0.9578923841303247,0.9561949196474857,"[[1893, 0, 0, 1, 0, 0], [45, 1538, 30, 23, 171, 145], [6, 0, 1900, 1, 0, 0], [3, 10, 17, 1965, 0, 0], [0, 19, 0, 0, 1841, 27], [0, 0, 9, 0, 0, 1930]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [256], 'learning_rate': 0.001, 'weight_decay': 0.0001}",3590,128,0.5598654747009277,74.92404747009277,1.239983560465976,0.06690390408039093,0.8,30.8,97.53758424053913,0.9748143666551383,0.9761465607674591,0.9753758424053914,"[[1894, 0, 0, 0, 0, 0], [35, 1692, 20, 18, 91, 96], [0, 0, 1907, 0, 0, 0], [0, 5, 0, 1990, 0, 0], [0, 0, 0, 0, 1886, 1], [0, 2, 7, 0, 10, 1920]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [512], 'learning_rate': 0.1, 'weight_decay': 0.0}",7174,128,0.6031055450439453,77.89594054222107,1.3681567731977167,0.22786669433116913,0.8,30.9,93.32987731121479,0.9324543363606285,0.9337546857614653,0.9332987731121479,"[[1885, 6, 0, 3, 0, 0], [41, 1606, 27, 18, 196, 64], [4, 0, 1902, 1, 0, 0], [0, 13, 0, 1982, 0, 0], [0, 28, 0, 0, 1834, 25], [3, 288, 29, 0, 26, 1593]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [512], 'learning_rate': 0.1, 'weight_decay': 0.0005}",7174,128,0.6356017589569092,82.34319972991943,1.4646639172708131,0.3188910484313965,1.7,30.9,91.52410575427683,0.9121461346560403,0.9184923709120136,0.9152410575427683,"[[1831, 0, 32, 0, 0, 31], [83, 1290, 25, 16, 397, 141], [2, 0, 1873, 3, 0, 29], [5, 40, 31, 1907, 12, 0], [0, 49, 0, 0, 1814, 24], [0, 37, 18, 1, 5, 1878]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [512], 'learning_rate': 0.1, 'weight_decay': 0.0001}",7174,128,0.6894576549530029,82.22184038162231,1.4674094973842084,0.28063684701919556,0.8,30.9,92.71643338517366,0.926063658270667,0.9260142524016026,0.9271643338517367,"[[1886, 8, 0, 0, 0, 0], [43, 1484, 38, 13, 256, 118], [12, 4, 1889, 2, 0, 0], [0, 43, 0, 1952, 0, 0], [0, 149, 0, 0, 1694, 44], [12, 67, 24, 0, 10, 1826]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [512], 'learning_rate': 0.01, 'weight_decay': 0.0}",7174,128,0.6038012504577637,82.41890382766724,1.4562847103038545,0.015572577714920044,4.1,30.9,98.72991187143597,0.987205594943292,0.9876048929575054,0.9872991187143598,"[[1893, 0, 0, 1, 0, 0], [14, 1826, 7, 6, 32, 67], [0, 0, 1907, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 0, 0, 0, 1873, 14], [0, 1, 0, 0, 5, 1933]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [512], 'learning_rate': 0.01, 'weight_decay': 0.0005}",7174,128,0.627586841583252,83.16183471679688,1.48244830908367,0.11892667412757874,0.8,30.9,95.52445135648868,0.9539866905495739,0.9564242989806708,0.9552445135648868,"[[1892, 0, 0, 2, 0, 0], [49, 1557, 30, 22, 155, 139], [8, 0, 1897, 2, 0, 0], [0, 12, 16, 1967, 0, 0], [0, 31, 0, 0, 1823, 33], [0, 0, 19, 0, 0, 1920]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [512], 'learning_rate': 0.01, 'weight_decay': 0.0001}",7174,128,0.6407973766326904,84.27359652519226,1.494211119018207,0.05503770336508751,4.1,30.9,97.18334197338864,0.9711911974832957,0.9727034353854229,0.9718334197338863,"[[1894, 0, 0, 0, 0, 0], [36, 1669, 17, 20, 122, 88], [7, 0, 1900, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 5, 0, 0, 1880, 2], [0, 10, 8, 0, 11, 1910]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [512], 'learning_rate': 0.001, 'weight_decay': 0.0}",7174,128,0.6521139144897461,82.44072389602661,1.4514099518403163,0.019780049100518227,1.7,30.9,98.72127181613962,0.9870642264134005,0.9874975868831223,0.9872127181613962,"[[1894, 0, 0, 0, 0, 0], [15, 1812, 6, 13, 49, 57], [0, 0, 1907, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 0, 0, 0, 1887, 0], [0, 0, 0, 0, 8, 1931]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [512], 'learning_rate': 0.001, 'weight_decay': 0.0005}",7174,128,0.6234128475189209,80.15655493736267,1.4217794867674949,0.10711565613746643,0.0,30.9,95.96509417660273,0.9585533365086085,0.9607644311860196,0.9596509417660273,"[[1888, 0, 4, 2, 0, 0], [38, 1582, 32, 22, 156, 122], [2, 0, 1904, 1, 0, 0], [3, 10, 12, 1970, 0, 0], [0, 27, 0, 0, 1840, 20], [0, 0, 9, 0, 7, 1923]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [512], 'learning_rate': 0.001, 'weight_decay': 0.0001}",7174,128,0.7036597728729248,86.63245034217834,1.549772002338046,0.05496722832322121,0.8,30.9,97.85726628650423,0.9781206035381274,0.9792358906395467,0.9785726628650423,"[[1894, 0, 0, 0, 0, 0], [33, 1719, 17, 18, 80, 85], [0, 0, 1907, 0, 0, 0], [0, 1, 0, 1994, 0, 0], [0, 0, 0, 0, 1886, 1], [0, 1, 4, 0, 8, 1926]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [1024], 'learning_rate': 0.1, 'weight_decay': 0.0}",14342,128,0.5681211948394775,78.99494194984436,1.3697611795769211,0.21134178340435028,0.0,30.9,94.92828754104026,0.9481754121242563,0.9508088226078709,0.9492828754104026,"[[1873, 21, 0, 0, 0, 0], [32, 1532, 10, 9, 193, 176], [9, 0, 1881, 16, 0, 1], [0, 29, 0, 1966, 0, 0], [0, 11, 0, 0, 1845, 31], [0, 21, 2, 0, 26, 1890]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [1024], 'learning_rate': 0.1, 'weight_decay': 0.0005}",14342,128,0.5985567569732666,79.60189199447632,1.4013521455598799,0.3209751546382904,0.0,30.9,91.18714359771903,0.9085886001055363,0.9126143197350438,0.9118714359771902,"[[1884, 6, 4, 0, 0, 0], [88, 1288, 43, 33, 388, 112], [13, 0, 1891, 3, 0, 0], [15, 9, 12, 1959, 0, 0], [0, 97, 2, 0, 1755, 33], [48, 61, 32, 1, 20, 1777]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [1024], 'learning_rate': 0.1, 'weight_decay': 0.0001}",14342,128,0.6646034717559814,82.2254900932312,1.4444125085575146,0.2799895107746124,0.0,30.9,92.04250907205807,0.9172711201581307,0.9280934855324,0.9204250907205807,"[[1890, 0, 0, 3, 0, 1], [75, 1285, 33, 30, 386, 143], [4, 0, 1843, 13, 0, 47], [0, 4, 35, 1938, 18, 0], [0, 24, 0, 0, 1853, 10], [0, 2, 20, 5, 68, 1844]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [1024], 'learning_rate': 0.01, 'weight_decay': 0.0}",14342,128,0.6223587989807129,79.55541777610779,1.3802658087311528,0.014147014357149601,0.0,30.9,98.72127181613962,0.9870929766419546,0.9873541233508585,0.9872127181613962,"[[1894, 0, 0, 0, 0, 0], [21, 1826, 6, 8, 35, 56], [0, 0, 1907, 0, 0, 0], [0, 12, 0, 1983, 0, 0], [0, 0, 0, 0, 1887, 0], [0, 2, 0, 0, 8, 1929]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [1024], 'learning_rate': 0.01, 'weight_decay': 0.0005}",14342,128,0.6027736663818359,79.98647809028625,1.4109147187754594,0.12238278239965439,0.0,30.9,94.91964748574391,0.9471647832398057,0.952504089899125,0.9491964748574391,"[[1875, 0, 17, 2, 0, 0], [53, 1463, 42, 28, 206, 160], [1, 0, 1905, 1, 0, 0], [3, 4, 25, 1963, 0, 0], [0, 0, 0, 0, 1859, 28], [0, 0, 12, 0, 6, 1921]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [1024], 'learning_rate': 0.01, 'weight_decay': 0.0001}",14342,128,0.5862700939178467,82.74061894416809,1.4586534186456743,0.04462427645921707,0.8,30.9,97.79678589942975,0.9775835297589677,0.9785569257172769,0.9779678589942976,"[[1890, 1, 0, 3, 0, 0], [29, 1731, 11, 20, 77, 84], [0, 0, 1902, 5, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 0, 0, 0, 1887, 0], [0, 6, 3, 0, 16, 1914]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [1024], 'learning_rate': 0.001, 'weight_decay': 0.0}",14342,128,0.5804789066314697,79.66502141952515,1.3881513118249935,0.014919104985892773,0.8,30.9,98.86815275617764,0.9885635314001541,0.988895314468764,0.9886815275617764,"[[1894, 0, 0, 0, 0, 0], [16, 1828, 5, 13, 35, 55], [0, 0, 1907, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 0, 0, 0, 1887, 0], [0, 0, 0, 0, 7, 1932]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [1024], 'learning_rate': 0.001, 'weight_decay': 0.0005}",14342,128,0.5698857307434082,78.74648666381836,1.3827845371889147,0.09066756069660187,4.9,30.9,96.28477622256783,0.9617920414915716,0.9645859534900668,0.9628477622256782,"[[1885, 1, 5, 3, 0, 0], [37, 1588, 29, 23, 172, 103], [5, 0, 1901, 1, 0, 0], [0, 9, 11, 1975, 0, 0], [0, 0, 0, 0, 1880, 7], [0, 2, 9, 0, 13, 1915]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [1024], 'learning_rate': 0.001, 'weight_decay': 0.0001}",14342,128,0.5756006240844727,78.26710939407349,1.3732317505785114,0.04617946222424507,0.0,30.9,98.22014860895109,0.9819038300997385,0.9826369004780724,0.982201486089511,"[[1893, 0, 0, 1, 0, 0], [27, 1760, 14, 15, 51, 85], [0, 0, 1907, 0, 0, 0], [0, 4, 0, 1991, 0, 0], [0, 1, 0, 0, 1886, 0], [0, 0, 0, 0, 8, 1931]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [128, 64], 'learning_rate': 0.1, 'weight_decay': 0.0}",9670,128,0.5934579372406006,81.44814252853394,1.3948017371128936,0.5417138338088989,0.0,31.1,83.48021427337135,0.8177963866596133,0.8665095392737028,0.8348021427337134,"[[1893, 0, 0, 0, 1, 0], [137, 654, 34, 17, 951, 159], [208, 11, 1683, 0, 0, 5], [3, 8, 0, 1963, 21, 0], [14, 0, 0, 0, 1802, 71], [124, 0, 145, 0, 3, 1667]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [128, 64], 'learning_rate': 0.1, 'weight_decay': 0.0005}",9670,128,0.6145126819610596,84.80336833000183,1.4883845385925545,0.641161322593689,0.0,31.0,78.1838603767064,0.7301559679183987,0.748163199540692,0.7818386037670642,"[[1739, 53, 30, 3, 5, 64], [42, 38, 20, 18, 1574, 260], [2, 0, 1627, 4, 0, 274], [0, 30, 5, 1948, 12, 0], [0, 3, 0, 0, 1765, 119], [0, 0, 2, 5, 0, 1932]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [128, 64], 'learning_rate': 0.1, 'weight_decay': 0.0001}",9670,128,0.5869331359863281,83.57970762252808,1.458989795894254,0.5741459727287292,2.5,31.0,80.49939519612926,0.7474246980790544,0.7974674850162111,0.8049939519612925,"[[1881, 6, 0, 2, 0, 5], [70, 25, 17, 16, 1563, 261], [23, 0, 1803, 0, 0, 81], [0, 11, 20, 1932, 32, 0], [0, 0, 0, 0, 1795, 92], [17, 4, 37, 0, 0, 1881]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [128, 64], 'learning_rate': 0.01, 'weight_decay': 0.0}",9670,128,0.5749309062957764,78.7521481513977,1.319596873215549,0.06358401477336884,0.0,31.0,98.03870744772766,0.9800886401732536,0.9807056955803557,0.9803870744772767,"[[1893, 0, 0, 1, 0, 0], [24, 1759, 27, 16, 39, 87], [0, 0, 1905, 2, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 17, 0, 0, 1863, 7], [0, 0, 7, 0, 0, 1932]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [128, 64], 'learning_rate': 0.01, 'weight_decay': 0.0005}",9670,128,0.6300129890441895,78.76813292503357,1.3512812801816845,0.10350464284420013,0.0,31.0,95.76637290478659,0.9564332118976151,0.9597048494725967,0.9576637290478659,"[[1889, 0, 0, 1, 0, 4], [54, 1552, 23, 23, 122, 178], [5, 0, 1902, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 22, 0, 0, 1818, 47], [0, 0, 11, 0, 0, 1928]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [128, 64], 'learning_rate': 0.01, 'weight_decay': 0.0001}",9670,128,0.6136598587036133,80.16230916976929,1.374854999517209,0.07230961322784424,0.0,31.0,97.28702263694488,0.9721527811140658,0.9739886775259026,0.9728702263694488,"[[1894, 0, 0, 0, 0, 0], [40, 1659, 23, 17, 90, 123], [0, 0, 1907, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 0, 0, 0, 1887, 0], [0, 0, 8, 0, 13, 1918]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [128, 64], 'learning_rate': 0.001, 'weight_decay': 0.0}",9670,128,0.6005737781524658,79.55071806907654,1.342884393522094,0.03491596132516861,12.5,31.0,98.30654916191463,0.9827699051977175,0.9835135599839245,0.9830654916191464,"[[1894, 0, 0, 0, 0, 0], [22, 1763, 20, 20, 42, 85], [0, 0, 1907, 0, 0, 0], [0, 0, 0, 1995, 0, 0], [0, 0, 0, 0, 1887, 0], [0, 0, 0, 0, 7, 1932]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [128, 64], 'learning_rate': 0.001, 'weight_decay': 0.0005}",9670,128,0.6002721786499023,79.68932437896729,1.354906275786089,0.09522860497236252,0.8,31.0,97.15742180749957,0.9707696428947826,0.9726823925834943,0.9715742180749957,"[[1893, 0, 0, 1, 0, 0], [38, 1645, 32, 20, 88, 129], [0, 0, 1907, 0, 0, 0], [0, 5, 0, 1990, 0, 0], [0, 0, 0, 0, 1884, 3], [0, 0, 5, 0, 8, 1926]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [128, 64], 'learning_rate': 0.001, 'weight_decay': 0.0001}",9670,128,0.5915679931640625,77.4542932510376,1.3177047550513599,0.06500621140003204,2.5,31.0,97.98686711594954,0.9794537937276795,0.9804540367973382,0.9798686711594954,"[[1894, 0, 0, 0, 0, 0], [20, 1729, 30, 17, 60, 96], [0, 0, 1907, 0, 0, 0], [0, 1, 0, 1994, 0, 0], [0, 3, 0, 0, 1882, 2], [0, 0, 0, 0, 4, 1935]]"
"{'batch_size': 256, 'dropout_prob': 0.5, 'epochs': 128, 'hidden_layers': [256, 128], 'learning_rate': 0.1, 'weight_decay': 0.0}",35718,128,0.5972702503204346,78.53320980072021,1.3466053925331127,0.6913439035415649,0.0,31.0,78.58994297563504,0.7770153032258095,0.8537137699579432,0.7858994297563504,"[[1757, 4, 128, 0, 5, 0], [43, 704, 19, 5, 823, 358], [0, 0, 1758, 0, 0, 149], [0, 0, 0, 1301, 0, 694], [0, 0, 0, 0, 1669, 218], [0, 0, 32, 0, 0, 1907]]"
