params,num_parameters,accuracy,loss_list,training_time,backpropagation_time,max_cpu_usage,max_ram_usage
"{'dropout_prob': 0.0, 'epochs': 100, 'hidden_layers': [10, 10, 10, 10], 'learning_rate': 0.0001, 'weight_decay': 0.0001}",476,94.71228615863141,"[1.7364174127578735, 1.521946668624878, 1.514318823814392, 1.3137664794921875, 1.0848116874694824, 0.8410454392433167, 0.8135610222816467, 0.842447817325592, 0.9404442310333252, 0.7535272836685181, 0.8060934543609619, 0.5526713728904724, 0.8869454860687256, 0.6341819167137146, 0.6452270150184631, 0.5991087555885315, 0.45574358105659485, 0.6385436654090881, 0.3991079330444336, 0.6973663568496704, 0.29246020317077637, 0.27339279651641846, 0.28231656551361084, 0.30952000617980957, 0.3430658280849457, 0.4665991961956024, 0.4060654938220978, 0.5522789359092712, 0.21297717094421387, 0.20727357268333435, 0.15620170533657074, 0.23532509803771973, 0.38035592436790466, 0.2129315882921219, 0.2699790298938751, 0.3317849338054657, 0.13471375405788422, 0.38130539655685425, 0.13203592598438263, 0.1629122942686081, 0.2707754075527191, 0.2624230980873108, 0.20536860823631287, 0.286723256111145, 0.14044080674648285, 0.15953926742076874, 0.524813711643219, 0.16926616430282593, 0.2688833177089691, 0.2560928165912628, 0.242259219288826, 0.39184167981147766, 0.1890760362148285, 0.12246008217334747, 0.3374376595020294, 0.17639265954494476, 0.08881258219480515, 0.23803700506687164, 0.17614702880382538, 0.1358991414308548, 0.37000665068626404, 0.08788900822401047, 0.3974909782409668, 0.16617614030838013, 0.13168783485889435, 0.20607580244541168, 0.2954145669937134, 0.6668569445610046, 0.10458216071128845, 0.3360399007797241, 0.2025107890367508, 0.2061871886253357, 0.217975914478302, 0.05399279296398163, 0.08952809125185013, 0.2602497637271881, 0.15333157777786255, 0.16840079426765442, 0.11553910374641418, 0.22493237257003784, 0.07422972470521927, 0.05306268110871315, 0.28840142488479614, 0.05813589319586754, 0.3382466733455658, 0.1386113166809082, 0.25075066089630127, 0.2840817868709564, 0.1210692822933197, 0.03498930111527443, 0.06553328782320023, 0.07690813392400742, 0.09885427355766296, 0.25839608907699585, 0.35905396938323975, 0.1971217691898346, 0.12328340858221054, 0.21030761301517487, 0.09270956367254257, 0.033913176506757736]",256.41921734809875,1.1482504520627017,3.1,7.6
"{'dropout_prob': 0.0, 'epochs': 100, 'hidden_layers': [10, 10, 10, 10], 'learning_rate': 0.0001, 'weight_decay': 0.001}",476,94.2457231726283,"[1.6699799299240112, 1.6759400367736816, 1.5479912757873535, 1.4154912233352661, 1.2181986570358276, 1.2406662702560425, 0.9355000853538513, 1.109461784362793, 0.8042765259742737, 0.8674262762069702, 0.8315168023109436, 0.520452082157135, 0.5280041098594666, 0.7286375164985657, 0.70863938331604, 0.9604379534721375, 0.48069658875465393, 0.5037701725959778, 0.4639737010002136, 0.5481005311012268, 0.5978118777275085, 0.5979419350624084, 0.481449693441391, 0.3612118065357208, 0.47302448749542236, 0.3238855004310608, 0.24265652894973755, 0.37372100353240967, 0.3471662700176239, 0.40279123187065125, 0.4437064230442047, 0.5104261636734009, 0.18132315576076508, 0.39479008316993713, 0.25808459520339966, 0.2511098086833954, 0.148334801197052, 0.37497103214263916, 0.10142108798027039, 0.14040087163448334, 0.36312344670295715, 0.21985985338687897, 0.31252261996269226, 0.3933921158313751, 0.2602984607219696, 0.194068044424057, 0.1349196583032608, 0.289978563785553, 0.4600526690483093, 0.1594669222831726, 0.42593756318092346, 0.27351444959640503, 0.1651069074869156, 0.40328091382980347, 0.14880385994911194, 0.2615703046321869, 0.3819080591201782, 0.15559206902980804, 0.4426618814468384, 0.20539408922195435, 0.2848694324493408, 0.1534254550933838, 0.36606281995773315, 0.21712875366210938, 0.49519529938697815, 0.09626676887273788, 0.38017892837524414, 0.35629794001579285, 0.146025151014328, 0.04356568679213524, 0.2509690523147583, 0.15514208376407623, 0.14488250017166138, 0.3519008457660675, 0.1432054191827774, 0.08895199745893478, 0.3257353603839874, 0.28163835406303406, 0.06811709702014923, 0.13180804252624512, 0.13040748238563538, 0.14598488807678223, 0.14807607233524323, 0.6709479093551636, 0.04697686806321144, 0.15903258323669434, 0.1975889652967453, 0.46535179018974304, 0.20032820105552673, 0.3298976719379425, 0.18843220174312592, 0.14776070415973663, 0.27104881405830383, 0.13241970539093018, 0.09062232077121735, 0.13855428993701935, 0.15662029385566711, 0.15066714584827423, 0.1091206818819046, 0.08671490103006363]",256.07414269447327,1.1467968989472364,1.0,7.6
"{'dropout_prob': 0.0, 'epochs': 100, 'hidden_layers': [128, 64, 32, 16], 'learning_rate': 0.01, 'weight_decay': 0.0}",11990,98.58303093139796,"[0.07686856389045715, 0.16240490972995758, 0.3548503816127777, 0.01613505184650421, 0.23742465674877167, 0.02564220502972603, 0.09372362494468689, 0.013681408949196339, 0.025940043851733208, 0.1438211351633072, 0.01773287169635296, 0.21901081502437592, 0.016428355127573013, 0.006810581311583519, 0.017998961731791496, 0.33780550956726074, 0.01874421164393425, 0.030925530940294266, 0.10944246500730515, 0.2088942527770996, 0.04453296959400177, 0.011525184847414494, 0.026537559926509857, 0.0006954388227313757, 0.0015654407907277346, 0.043178681284189224, 0.032581765204668045, 0.001960556721314788, 0.005816033110022545, 0.010643893852829933, 0.18381251394748688, 0.027892572805285454, 0.008395497687160969, 0.15558460354804993, 0.006673329975455999, 0.003632692852988839, 0.008039823733270168, 0.005993257742375135, 0.003953220322728157, 0.016338685527443886, 0.007710393983870745, 0.011884826235473156, 0.21076399087905884, 0.04362079128623009, 0.08320622891187668, 0.017902536317706108, 0.10454083234071732, 0.006045070476830006, 0.004355769604444504, 0.0023549115285277367, 0.009052076376974583, 0.020079033449292183, 0.020920179784297943, 0.0858057364821434, 0.009054108522832394, 0.13505464792251587, 0.003431967692449689, 0.8606961965560913, 0.0003189009730704129, 0.02163752354681492, 0.0054841493256390095, 0.003570777364075184, 0.0009791278280317783, 0.11729853600263596, 0.01312397699803114, 0.11074969917535782, 0.043194957077503204, 0.0035405231174081564, 0.13404272496700287, 0.012605884112417698, 0.0005056962254457176, 0.01533166691660881, 0.0026283282786607742, 0.00048612800310365856, 0.001810833695344627, 0.02923659235239029, 0.011473765596747398, 0.003076021559536457, 0.011711585335433483, 0.0380433015525341, 0.05046434327960014, 0.0003665098047349602, 0.0005075845401734114, 0.0009776913793757558, 0.002278862753883004, 0.00831984356045723, 0.0008059848332777619, 0.0009669046849012375, 0.2864267826080322, 0.09814980626106262, 0.030999230220913887, 0.16137360036373138, 0.0033268937841057777, 0.027254868298768997, 0.006336160469800234, 0.15316277742385864, 0.004495222121477127, 0.012124735862016678, 0.0008719589677639306, 0.005200585816055536]",285.1825337409973,1.4677218640048202,1.7,7.6
"{'dropout_prob': 0.0, 'epochs': 100, 'hidden_layers': [128, 64, 32, 16], 'learning_rate': 0.01, 'weight_decay': 0.0001}",11990,98.32382927250734,"[0.216336190700531, 0.03152291476726532, 0.0899939015507698, 0.12781700491905212, 0.010536997579038143, 0.047909628599882126, 0.230683371424675, 0.07287535071372986, 0.008871088735759258, 0.21154217422008514, 0.032484956085681915, 0.04551675170660019, 0.02756848745048046, 0.010947201400995255, 0.16275416314601898, 0.028700893744826317, 0.01826077327132225, 0.013722135685384274, 0.014478486962616444, 0.03068631887435913, 0.09599968791007996, 0.002099101897329092, 0.011588376015424728, 0.010513711720705032, 0.22869162261486053, 0.019219132140278816, 0.019311392679810524, 0.057325318455696106, 0.011837486177682877, 0.18023119866847992, 0.14534007012844086, 0.17018666863441467, 0.0031589253339916468, 0.0027113689575344324, 0.007149479817599058, 0.06953111290931702, 0.133943110704422, 0.009384449571371078, 0.055305298417806625, 0.02329999767243862, 0.10374338179826736, 0.03521917387843132, 0.16420961916446686, 0.008292289450764656, 0.021356716752052307, 0.3535429835319519, 0.026200974360108376, 0.01624356396496296, 0.038127411156892776, 0.20594359934329987, 0.006480997893959284, 0.010650219395756721, 0.00501415366306901, 0.02689688839018345, 0.005861032288521528, 0.22740988433361053, 0.006226953584700823, 0.004100607708096504, 0.2317085862159729, 0.023624969646334648, 0.13439281284809113, 0.011592389084398746, 0.01796082593500614, 0.010412159375846386, 0.006889851298183203, 0.011648504994809628, 0.39113661646842957, 0.0007462222711183131, 0.056578896939754486, 0.06608613580465317, 0.03236356005072594, 0.21502341330051422, 0.08270373940467834, 0.018027011305093765, 0.018832314759492874, 0.04206599295139313, 0.0019170850282534957, 0.01839878410100937, 0.09371595084667206, 0.0042976331897079945, 0.21581429243087769, 0.005675508175045252, 0.04273774474859238, 0.07712776213884354, 0.014008542522788048, 0.010598745197057724, 0.005979642737656832, 0.026562614366412163, 0.005534471478313208, 0.0013940277276560664, 0.006192130967974663, 0.027223603799939156, 0.028255688026547432, 0.12076788395643234, 0.15600736439228058, 0.018593885004520416, 0.003109338926151395, 0.034931011497974396, 0.0013282783329486847, 0.013794838450849056]",313.90350246429443,1.6865624973128515,1.3,7.6
"{'dropout_prob': 0.0, 'epochs': 100, 'hidden_layers': [128, 64, 32, 16], 'learning_rate': 0.01, 'weight_decay': 0.001}",11990,97.88318645239329,"[0.38341236114501953, 0.06695283204317093, 0.05995234474539757, 0.0328759104013443, 0.14363884925842285, 0.012172014452517033, 0.22352956235408783, 0.010935155674815178, 0.2503252923488617, 0.11335379630327225, 0.09026002138853073, 0.11259160190820694, 0.20451293885707855, 0.05901385843753815, 0.04277702793478966, 0.24617643654346466, 0.19624163210391998, 0.12292952090501785, 0.13176359236240387, 0.026895927265286446, 0.26823464035987854, 0.036443840712308884, 0.017803149297833443, 0.09392523765563965, 0.030167723074555397, 0.023851854726672173, 0.020015310496091843, 0.062004800885915756, 0.11646690964698792, 0.026067174971103668, 0.03411249816417694, 0.0967780351638794, 0.05305004492402077, 0.2572454810142517, 0.08111511915922165, 0.28914862871170044, 0.0077925678342580795, 0.30298957228660583, 0.47479259967803955, 0.016865620389580727, 0.0809912234544754, 0.15871208906173706, 0.18453636765480042, 0.14058862626552582, 0.022370951250195503, 0.0327054001390934, 0.09233241528272629, 0.02560093253850937, 0.01494048535823822, 0.14142011106014252, 0.35235515236854553, 0.022769642993807793, 0.018084274604916573, 0.018215904012322426, 0.008023455739021301, 0.4135150611400604, 0.011991205625236034, 0.03096463717520237, 0.20683693885803223, 0.13087822496891022, 0.13108742237091064, 0.05984127148985863, 0.06916579604148865, 0.048670534044504166, 0.020823782309889793, 0.020353782922029495, 0.046620871871709824, 0.15794025361537933, 0.046224888414144516, 0.19166205823421478, 0.034810762852430344, 0.016070427373051643, 0.21384677290916443, 0.011080896481871605, 0.018904579803347588, 0.04393357038497925, 0.24259315431118011, 0.1842632293701172, 0.09929172694683075, 0.022646956145763397, 0.023689083755016327, 0.020568476989865303, 0.017353307455778122, 0.3349141776561737, 0.05582393333315849, 0.03787783160805702, 0.03678039088845253, 0.12403731048107147, 0.1734115481376648, 0.05987657234072685, 0.2853035628795624, 0.17628800868988037, 0.024146223440766335, 0.038310881704092026, 0.016529737040400505, 0.2756120264530182, 0.025826407596468925, 0.17907239496707916, 0.09428563714027405, 0.06710910052061081]",318.8006103038788,1.6932452614136164,3.1,7.6
"{'dropout_prob': 0.0, 'epochs': 100, 'hidden_layers': [128, 64, 32, 16], 'learning_rate': 0.005, 'weight_decay': 0.0}",11990,98.93727319854847,"[0.10373488068580627, 0.09820883721113205, 0.12472222000360489, 0.03159176930785179, 0.012849629856646061, 0.08688558638095856, 0.055627819150686264, 0.04014421999454498, 0.0533977709710598, 0.004539345856755972, 0.0033698761835694313, 0.0067637208849191666, 0.03152163699269295, 0.050909146666526794, 0.0057747927494347095, 0.3699655830860138, 0.009773901663720608, 0.005464531015604734, 0.008551799692213535, 0.006179021205753088, 0.006633694749325514, 0.0013346840860322118, 0.0024646741803735495, 0.09082823991775513, 0.003894156077876687, 0.005165862385183573, 0.009662104770541191, 0.0011564086889848113, 0.0005374426837079227, 0.0010002144845202565, 0.0013096579350531101, 0.0026052799075841904, 0.004582512658089399, 0.041969332844018936, 0.0009527556831017137, 0.004182128235697746, 0.008833982050418854, 0.0031595351174473763, 0.14169064164161682, 0.01271361205726862, 0.048616472631692886, 0.0012729917652904987, 0.02268778532743454, 0.011378058232367039, 0.1732529252767563, 0.001649420359171927, 0.00518862484022975, 0.0024291619192808867, 0.003221905790269375, 0.006215703673660755, 0.1658378690481186, 0.0006064249319024384, 0.006489289924502373, 0.002713440917432308, 0.024533219635486603, 0.08890115469694138, 0.00029052895843051374, 0.0014067830052226782, 0.0024466169998049736, 0.012729641050100327, 0.027224833145737648, 0.18590229749679565, 0.0029775931034237146, 0.32176488637924194, 0.0012536202557384968, 0.014603709802031517, 0.0073835779912769794, 0.0057992045767605305, 0.009849569760262966, 0.023496324196457863, 0.00742629449814558, 0.0007301799487322569, 0.0029347052332013845, 0.0012651720317080617, 0.022632265463471413, 0.0069790733978152275, 0.004307757131755352, 0.0015937850112095475, 0.1266631931066513, 0.0005015405477024615, 0.0006369316834025085, 0.0012158076278865337, 0.008081037551164627, 0.0009621903882361948, 0.0009398296242579818, 0.20747265219688416, 0.00017178626148961484, 0.0005578118725679815, 0.0005470984615385532, 0.004536888096481562, 0.00011236913996981457, 0.00026186482864432037, 0.002996952971443534, 0.2821274697780609, 0.03099149279296398, 0.00019279989646747708, 0.14956697821617126, 0.07663451135158539, 0.0005424459232017398, 0.24889300763607025]",277.74602794647217,1.3992098681834522,2.8,7.6
"{'dropout_prob': 0.0, 'epochs': 100, 'hidden_layers': [128, 64, 32, 16], 'learning_rate': 0.005, 'weight_decay': 0.0001}",11990,98.94591325384482,"[0.2733241021633148, 0.11528703570365906, 0.42859843373298645, 0.14977183938026428, 0.002883574226871133, 0.10893626511096954, 0.19927453994750977, 0.22439388930797577, 0.029322592541575432, 0.06485281139612198, 0.006538872607052326, 0.10987133532762527, 0.02375410683453083, 0.013079147785902023, 0.005879567936062813, 0.016458434984087944, 0.02265145070850849, 0.010543390177190304, 0.39505621790885925, 0.07905759662389755, 0.2326047420501709, 0.012508934363722801, 0.0057037025690078735, 0.05268677696585655, 0.08146610856056213, 0.14549681544303894, 0.015705488622188568, 0.019411902874708176, 0.02073376066982746, 0.03365917503833771, 0.004359280690550804, 0.03672299161553383, 0.019713597372174263, 0.03586839139461517, 0.018483908846974373, 0.02209576778113842, 0.01673228293657303, 0.014331831596791744, 0.014515292830765247, 0.015526863746345043, 0.015294401906430721, 0.011405909433960915, 0.0043228487484157085, 0.03187434747815132, 0.01206132210791111, 0.0035539937671273947, 0.014479303732514381, 0.017658837139606476, 0.011387023143470287, 0.002785675460472703, 0.11802239716053009, 0.009637082926928997, 0.003787003457546234, 0.19643501937389374, 0.011739427223801613, 0.011723595671355724, 0.0020137601532042027, 0.007041384000331163, 0.0009393654763698578, 0.02887309156358242, 0.0013090405846014619, 0.005864901468157768, 0.01753118447959423, 0.002780990907922387, 0.10133280605077744, 0.008561624214053154, 0.0049531180411577225, 0.005951731000095606, 0.023106688633561134, 0.002735237590968609, 0.018465369939804077, 0.01585678942501545, 0.02496475726366043, 0.009683185257017612, 0.024775182828307152, 0.17515824735164642, 0.18778978288173676, 0.1494092345237732, 0.0037215640768408775, 0.007107945159077644, 0.003210653318092227, 0.0013946025865152478, 0.007756464648991823, 0.012723416090011597, 0.2623012363910675, 0.009996150620281696, 0.0059498874470591545, 0.13890618085861206, 0.01681283861398697, 0.003263303078711033, 0.0025033734273165464, 0.0008215082343667746, 0.002424240577965975, 0.015500232577323914, 0.006766858976334333, 0.003193239914253354, 0.020298410207033157, 0.02740771695971489, 0.0029840306378901005, 0.003979407250881195]",309.0519754886627,1.6474732641357084,1.0,7.6
"{'dropout_prob': 0.0, 'epochs': 100, 'hidden_layers': [128, 64, 32, 16], 'learning_rate': 0.005, 'weight_decay': 0.001}",11990,97.6931052358735,"[0.07943514734506607, 0.034599389880895615, 0.19108647108078003, 0.1164398118853569, 0.12031707912683487, 0.19337497651576996, 0.19285406172275543, 0.12846367061138153, 0.02608153037726879, 0.3199787437915802, 0.2861466407775879, 0.044847436249256134, 0.029999522492289543, 0.015763889998197556, 0.027466528117656708, 0.07091446220874786, 0.22175957262516022, 0.07943523675203323, 0.09707988053560257, 0.07978933304548264, 0.035919565707445145, 0.0935320109128952, 0.08440525829792023, 0.2774297297000885, 0.014912962913513184, 0.07246867567300797, 0.019290121272206306, 0.1152794361114502, 0.03239189833402634, 0.12219690531492233, 0.04559966176748276, 0.04094427824020386, 0.0986844003200531, 0.1264016181230545, 0.04163719713687897, 0.07362964749336243, 0.18308916687965393, 0.00705177616328001, 0.02522413805127144, 0.023625977337360382, 0.06039159372448921, 0.25355064868927, 0.013346578925848007, 0.15679258108139038, 0.09713545441627502, 0.007391907274723053, 0.03948434814810753, 0.045340582728385925, 0.012812826782464981, 0.016010157763957977, 0.07502727955579758, 0.016945257782936096, 0.027059216052293777, 0.02011404186487198, 0.010066279210150242, 0.26938262581825256, 0.08526932448148727, 0.09414844959974289, 0.055556442588567734, 0.09594261646270752, 0.027600299566984177, 0.08315104991197586, 0.02237709052860737, 0.014881003648042679, 0.09395834803581238, 0.03519006818532944, 0.07914798706769943, 0.047106798738241196, 0.020045708864927292, 0.01268887147307396, 0.017187222838401794, 0.05843276157975197, 0.023311294615268707, 0.10213534533977509, 0.1646774262189865, 0.02668430097401142, 0.06055779755115509, 0.05632837861776352, 0.030237173661589622, 0.06899282336235046, 0.09554991126060486, 0.04342363029718399, 0.09454245120286942, 0.05907849222421646, 0.03633775934576988, 0.02917259931564331, 0.0443904809653759, 0.0082164341583848, 0.15290090441703796, 0.14132855832576752, 0.013275668025016785, 0.14466765522956848, 0.0676770880818367, 0.18002323806285858, 0.25600409507751465, 0.02255821041762829, 0.009431292302906513, 0.07015404850244522, 0.1257830113172531, 0.0760757178068161]",318.3984651565552,1.7013967366508358,1.2,7.6
"{'dropout_prob': 0.0, 'epochs': 100, 'hidden_layers': [128, 64, 32, 16], 'learning_rate': 0.001, 'weight_decay': 0.0}",11990,99.01503369621565,"[0.1743309497833252, 0.022997945547103882, 0.04353034123778343, 0.23075881600379944, 0.1938209980726242, 0.01840544305741787, 0.020143939182162285, 0.06475940346717834, 0.021457664668560028, 0.07755294442176819, 0.10008873790502548, 0.006745430640876293, 0.03134354203939438, 0.0014037360670045018, 0.015968628227710724, 0.01124571356922388, 0.013389591127634048, 0.019347578287124634, 0.23018880188465118, 0.005053149536252022, 0.01634403131902218, 0.07582933455705643, 0.23062925040721893, 0.025486258789896965, 0.0020419552456587553, 0.014982352033257484, 0.022717071697115898, 0.001888483064249158, 0.001087069627828896, 0.002149823121726513, 0.012207124382257462, 0.003490372095257044, 0.00808205921202898, 0.007691556587815285, 0.0008018889930099249, 0.0722082331776619, 0.0009202254586853087, 0.02009856328368187, 0.017700182273983955, 0.04563538730144501, 0.005939984694123268, 0.08172862231731415, 0.07394023984670639, 0.006205549463629723, 0.03530081361532211, 0.0005320808268152177, 0.001679790671914816, 0.003610474057495594, 0.0048643979243934155, 0.19845741987228394, 0.00982243474572897, 0.07229556143283844, 0.02149021625518799, 0.00508625153452158, 0.0012911212397739291, 0.003859559539705515, 0.02504207380115986, 0.0031983142253011465, 0.002226854208856821, 0.005081022158265114, 0.0028599591460078955, 0.0010115831391885877, 0.0005927282618358731, 0.0027978813741356134, 0.19559775292873383, 0.0237292293459177, 0.023416470736265182, 0.002602441469207406, 0.00533614307641983, 0.0026691369712352753, 0.00029202213045209646, 0.0009580145124346018, 0.015698833391070366, 0.010477677918970585, 0.0004163724079262465, 0.0002066274028038606, 0.011392474174499512, 0.000860904750879854, 6.347301678033546e-05, 0.013151755556464195, 0.007211248390376568, 0.0002261708868900314, 0.00019432509725447744, 0.004418938420712948, 0.00024891842622309923, 0.0011818798957392573, 0.0036326153203845024, 0.008089888840913773, 0.0010057258186861873, 0.13729821145534515, 0.0011882255785167217, 0.0016235769726336002, 0.00011624563921941444, 0.001004460733383894, 0.0024712258018553257, 0.016728991642594337, 0.0020310368854552507, 0.007510683033615351, 0.0005856564966961741, 0.0006473073735833168]",274.00790452957153,1.3168448572000746,1.0,7.6
"{'dropout_prob': 0.0, 'epochs': 100, 'hidden_layers': [128, 64, 32, 16], 'learning_rate': 0.001, 'weight_decay': 0.0001}",11990,99.2310350786245,"[0.08860351890325546, 0.08781909942626953, 0.026800405234098434, 0.03158668428659439, 0.02440616488456726, 0.026788240298628807, 0.04636954143643379, 0.010332989506423473, 0.03577706962823868, 0.06468895077705383, 0.0021720374934375286, 0.022248513996601105, 0.003561375429853797, 0.04655395448207855, 0.029797906056046486, 0.027194218710064888, 0.02961842343211174, 0.011941866017878056, 0.0176728293299675, 0.020012330263853073, 0.001698835869319737, 0.039825160056352615, 0.2824678421020508, 0.0032604350708425045, 0.033053550869226456, 0.07507267594337463, 0.060173965990543365, 0.0042946115136146545, 0.026237286627292633, 0.005044315475970507, 0.024594806134700775, 0.016070671379566193, 0.01098242960870266, 0.11004257202148438, 0.0010006997035816312, 0.006034433841705322, 0.1021595224738121, 0.20433101058006287, 0.2866029739379883, 0.005213474854826927, 0.010391240939497948, 0.004726236220449209, 0.012500527314841747, 0.005446721334010363, 0.0037499824538826942, 0.0014667724026367068, 0.0022313857916742563, 0.011785176582634449, 0.008405063301324844, 0.0987764373421669, 0.00931977853178978, 0.022511165589094162, 0.004461757838726044, 0.00408944534137845, 0.12397509068250656, 0.004533028230071068, 0.0010724938474595547, 0.005454577039927244, 0.0012247917475178838, 0.026304006576538086, 0.04379231855273247, 0.021287528797984123, 0.0021506245248019695, 0.007440649438649416, 0.021708698943257332, 0.011452067643404007, 0.015833092853426933, 0.0023691130336374044, 0.015332766808569431, 0.0024543649051338434, 0.001177726429887116, 0.22061242163181305, 0.16109849512577057, 0.023289518430829048, 0.0015467212069779634, 0.01767173409461975, 0.038122400641441345, 0.002499421825632453, 0.004070961382240057, 0.0009598020697012544, 0.05055982246994972, 0.0011889972956851125, 0.007300177589058876, 0.03928782790899277, 0.004549287725239992, 0.0033330805599689484, 0.003762166015803814, 0.011655420064926147, 0.0059484271332621574, 0.003904387354850769, 0.025616304948925972, 0.004170437343418598, 0.02552247792482376, 0.0038309216033667326, 0.003545931540429592, 0.0039054828230291605, 0.014551994390785694, 0.009333002381026745, 0.115935318171978, 0.0025635052006691694]",311.49183082580566,1.628515802694289,1.4,7.6
"{'dropout_prob': 0.0, 'epochs': 100, 'hidden_layers': [128, 64, 32, 16], 'learning_rate': 0.001, 'weight_decay': 0.001}",11990,98.72991187143597,"[0.3888491690158844, 0.05643099546432495, 0.05530420318245888, 0.061039578169584274, 0.2562524974346161, 0.10494262725114822, 0.15767771005630493, 0.04283362627029419, 0.05655719339847565, 0.08018415421247482, 0.03509989008307457, 0.008762229233980179, 0.083392433822155, 0.14037519693374634, 0.013639050535857677, 0.0827108770608902, 0.02485489845275879, 0.1631392240524292, 0.030850602313876152, 0.11883046478033066, 0.031052256003022194, 0.04382456839084625, 0.10798292607069016, 0.06741328537464142, 0.025955112650990486, 0.2545362412929535, 0.26317036151885986, 0.03479648008942604, 0.06887353211641312, 0.016953712329268456, 0.05829884111881256, 0.0841088593006134, 0.027209794148802757, 0.06303492933511734, 0.02392798475921154, 0.15153580904006958, 0.013133903965353966, 0.021994175389409065, 0.021792327985167503, 0.0833759754896164, 0.06311693787574768, 0.02199944481253624, 0.022087762132287025, 0.15240038931369781, 0.026847677305340767, 0.029630206525325775, 0.031447406858205795, 0.027781816199421883, 0.03924000635743141, 0.029474454000592232, 0.08851560950279236, 0.031120019033551216, 0.009071124717593193, 0.02163144201040268, 0.03653568774461746, 0.1297014355659485, 0.036968544125556946, 0.010135028511285782, 0.14941376447677612, 0.007195570040494204, 0.04211864992976189, 0.1092306450009346, 0.030078250914812088, 0.013087577186524868, 0.006455783732235432, 0.05288410559296608, 0.060800883919000626, 0.017786992713809013, 0.02757353149354458, 0.019834300503134727, 0.033714357763528824, 0.028951965272426605, 0.028632093220949173, 0.014839887619018555, 0.07859480381011963, 0.10978138446807861, 0.05058284103870392, 0.020102156326174736, 0.020982107147574425, 0.03180170804262161, 0.013386028818786144, 0.14021752774715424, 0.020071573555469513, 0.019806118682026863, 0.008749732747673988, 0.008427946828305721, 0.031561288982629776, 0.029552124440670013, 0.03675760328769684, 0.015107953920960426, 0.13147208094596863, 0.16528791189193726, 0.05377715453505516, 0.05117059871554375, 0.22958730161190033, 0.07827426493167877, 0.06906302273273468, 0.0786135196685791, 0.12328474223613739, 0.02430984191596508]",337.0014314651489,1.8749850922526576,1.2,7.6
"{'dropout_prob': 0.0, 'epochs': 100, 'hidden_layers': [128, 64, 32, 16], 'learning_rate': 0.0001, 'weight_decay': 0.0}",11990,99.10143424917919,"[0.7387537360191345, 0.3610914349555969, 0.19670100510120392, 0.06508740782737732, 0.20596042275428772, 0.23430770635604858, 0.20877404510974884, 0.12363943457603455, 0.32716596126556396, 0.3064759075641632, 0.07354119420051575, 0.1812898814678192, 0.06009668484330177, 0.037619031965732574, 0.0837804526090622, 0.12112463265657425, 0.0439457893371582, 0.10148981213569641, 0.03777036443352699, 0.08578500896692276, 0.025871843099594116, 0.052265070378780365, 0.21839575469493866, 0.024039598181843758, 0.03831908106803894, 0.044094666838645935, 0.026040786877274513, 0.01969986967742443, 0.02152717113494873, 0.026078790426254272, 0.04903360828757286, 0.05183738097548485, 0.161133274435997, 0.13245698809623718, 0.02453656867146492, 0.006806656252592802, 0.07445723563432693, 0.02592521160840988, 0.010050971060991287, 0.11779152601957321, 0.014903372153639793, 0.10180532187223434, 0.01430986262857914, 0.1670222282409668, 0.06927751749753952, 0.008123201318085194, 0.019482888281345367, 0.13621467351913452, 0.0073921214789152145, 0.17790788412094116, 0.012453763745725155, 0.22318729758262634, 0.10267618298530579, 0.010505510494112968, 0.01725313812494278, 0.02535511739552021, 0.01828731596469879, 0.0255530197173357, 0.012990466319024563, 0.005394603591412306, 0.02117396518588066, 0.14041157066822052, 0.01267301756888628, 0.004196514375507832, 0.008295503444969654, 0.02069547213613987, 0.010605331510305405, 0.14490099251270294, 0.012209933251142502, 0.011538430117070675, 0.01016996055841446, 0.006626461166888475, 0.00969266053289175, 0.009936707094311714, 0.018385572358965874, 0.018229691311717033, 0.057896699756383896, 0.10711198300123215, 0.011967853643000126, 0.011677118949592113, 0.016458896920084953, 0.00812407024204731, 0.00435640849173069, 0.029383759945631027, 0.012293118983507156, 0.024724312126636505, 0.058634303510189056, 0.013078018091619015, 0.012618830427527428, 0.01177599374204874, 0.052060797810554504, 0.014315981417894363, 0.009681467898190022, 0.01795058883726597, 0.009470072574913502, 0.002291764598339796, 0.004099589306861162, 0.007479374296963215, 0.006969330832362175, 0.04073038324713707]",277.39687991142273,1.3412204829368801,1.1,7.6
